method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,30,2.2288307528942823,2.2324307430535555,0,0.0035999901592731476,0,0,1015,5793,-56.054516870360764,9.987536292581879e-13,nan,0,0,,9.9999999999999998e-13,200000
IPT_CUDA_BLOCK_CLUSTER,30,nan,4.8038898482918739,0,0,0,0,0,0,nan,nan,nan,nan,3,CUDA runtime error,9.9999999999999998e-13,200
