N,epsilon,method,tf32_tol,fp64_tol,tf32_maxiter,fp64_maxiter,repeats,time_tf32_initial_sec,time_orthogonalize_sec,time_rayleigh_transform_sec,time_fp64_refine_sec,time_backtransform_sec,time_total_sec,absolute_residual,tf32_fixed_point_residual,fp64_fixed_point_residual,tf32_iterations,fp64_iterations,tf32_converged,fp64_converged,gpu_name,status,error
4090,0.02,rayleigh_mixed_qr,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.015943088941276072,0.25481669325381517,0.016721780225634576,0.033250512089580297,0.0082223099656403061,0.32895438447594644,9.3924292822434947e-10,5.2789697649971418e-07,7.8497255863317857e-17,4,3,true,true,NVIDIA A100-SXM4-80GB,ok,
8192,0.02,rayleigh_mixed_qr,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.043280338216572997,0.62075200974941258,0.1251525548286736,0.25521044228225948,0.061439103167504075,1.1058344482444227,2.4898086002430597e-09,5.5042123177898655e-07,9.593996516637506e-17,4,3,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.02,rayleigh_mixed_qr,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.30701885046437383,1.902040869370103,1.0508924496360124,1.9980316036380827,0.49178015505895017,5.7497639281675221,7.093381516148843e-09,5.6687530043211026e-07,7.9919461251214795e-17,4,3,true,true,NVIDIA A100-SXM4-80GB,ok,
26000,0.02,rayleigh_mixed_qr,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,1.2850784402340651,4.9910146241076294,3.951654367055744,7.9290472788736226,1.96391138760373,20.120706097874791,1.7139496538104581e-08,5.7427547224642943e-07,8.3686459678884277e-17,4,3,true,true,NVIDIA A100-SXM4-80GB,ok,
