N,epsilon,tf32_tol,fp64_tol,repeats,time_original_ipt_sec,residual_original_ipt,original_ipt_fixed_point_residual,original_ipt_iterations,time_direct_tf32_initial_sec,time_direct_fp64_refine_sec,time_direct_total_sec,residual_direct_tf32,direct_tf32_fixed_point_residual,direct_fp64_fixed_point_residual,direct_tf32_iterations,direct_fp64_iterations,time_rayleigh_tf32_initial_sec,time_rayleigh_orthogonalize_sec,time_rayleigh_transform_sec,time_rayleigh_fp64_refine_sec,time_rayleigh_backtransform_sec,time_rayleigh_total_sec,residual_rayleigh,rayleigh_tf32_fixed_point_residual,rayleigh_fp64_fixed_point_residual,rayleigh_tf32_iterations,rayleigh_fp64_iterations,gpu_name,status,error
16384,0.07,9.9999999999999995e-07,9.9999999999999998e-13,1,10.918284121900797,2.1998941429888275e-09,4.6545121357051943e-13,21,0.58608256606385112,6.9809301570057869,7.5670129400677979,1.7328166090255436e-09,5.0616896168654421e-07,3.6111889452628553e-13,8,13,0.58640820765867829,1.9118666099384427,1.045439223293215,1.9962146901525557,0.49666165979579091,6.0365903908386827,2.3519021104487963e-08,5.0616896168654421e-07,2.9227392395414213e-15,8,3,NVIDIA A100-SXM4-80GB,original=ok|direct=ok|rayleigh=ok,original=|direct=|rayleigh=
