davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00099130391627628642,0,0,1,0,0,0,0.052602045703899987,0.052255674544031197
1,28,2.0995570548435691e-11,0,0,1,0,0,0,1.1004128480130967e-09,1.0268502661295795e-09
2,29,7.9796920334809765e-05,0,0,1,0,0,0,0.0044573582787103229,0.0041849681335666437
2,28,4.7071169849172014e-12,0,0,1,0,0,0,2.2528124908193983e-10,1.720807208499412e-10
3,29,3.2584972366166106e-05,0,0,1,0,0,0,0.0021480738030222632,0.0018255391661321327
3,28,2.0832322962122623e-12,0,0,1,0,0,0,3.3955340086787591e-10,2.2298019844474246e-10
4,29,1.5065645127515814e-05,0,0,1,0,0,0,0.0012015284822863321,0.00091722224608414219
4,28,3.7998682590563706e-12,0,0,1,0,0,0,2.0809840303064898e-10,1.2700953440905522e-10
5,29,8.9074269417058332e-06,0,0,1,0,0,0,0.00067047186742985035,0.00043562918043619418
5,28,3.7675621467687896e-12,0,0,1,0,0,0,2.0290226802713458e-10,1.21205052041501e-10
6,29,6.5327986372304899e-06,0,0,1,0,0,0,0.00031093608995015436,0.00023359045874348384
6,28,2.7217036807073246e-12,0,0,1,0,0,0,1.5629091600980684e-10,1.1683694296245167e-10
7,29,4.3262349973917476e-06,0,0,1,0,0,0,0.00016845226440130519,0.00012977472790937176
7,28,2.379045801188512e-12,0,0,1,0,0,0,1.0890597461961806e-10,9.1386698088806409e-11
8,29,2.1060001950831831e-06,0,0,1,0,0,0,9.8128531336324378e-05,6.4243873207150184e-05
8,28,1.3266254311892397e-12,0,0,1,0,0,0,6.8966901442418969e-11,5.1873033941438014e-11
9,28,7.5413753737411855e-13,0,0,1,1,0,0,0,0
9,29,1.1279954025297332e-06,0,0,1,0,0,0,4.4090877953193537e-05,3.1964418520472396e-05
10,28,7.5331700248537446e-13,0,0,1,1,0,0,0,0
10,29,7.5058043078738024e-07,0,0,1,0,0,0,2.7170326198738694e-05,2.1485806519525483e-05
11,28,6.8678459086491797e-13,0,0,1,1,0,0,0,0
11,29,4.2523308526822211e-07,0,0,1,0,0,0,1.8062146649303491e-05,1.2384071398569947e-05
12,28,6.5467071022862402e-13,0,0,1,1,0,0,0,0
12,29,1.9037065218312674e-07,0,0,1,0,0,0,1.6021700425260297e-05,9.156068034483185e-06
13,28,6.5849022737850997e-13,0,0,1,1,0,0,0,0
13,29,1.2078050543567048e-07,0,0,1,0,0,0,8.275761927087552e-06,4.5073911365160678e-06
14,28,6.8242435793451305e-13,0,0,1,1,0,0,0,0
14,29,7.6097272717754203e-08,0,0,1,0,0,0,3.1598465438892878e-06,2.4111744241758702e-06
15,28,6.7812569078176486e-13,0,0,1,1,0,0,0,0
15,29,5.1385377320217852e-08,0,0,1,0,0,0,2.6676169660548852e-06,1.8161257821056737e-06
16,28,6.426477810664667e-13,0,0,1,1,0,0,0,0
16,29,3.7826330919722459e-08,0,0,1,0,0,0,2.3423683869600277e-06,1.2971437939629799e-06
17,28,6.2488909395315802e-13,0,0,1,1,0,0,0,0
17,29,2.420333503267049e-08,0,0,1,0,0,0,1.3790657752653611e-06,7.5400465162284814e-07
18,28,6.1817192485664257e-13,0,0,1,1,0,0,0,0
18,29,1.1211609011767093e-08,0,0,1,0,0,0,4.8280598974168055e-07,3.2794425412019528e-07
19,28,6.097903264104772e-13,0,0,1,1,0,0,0,0
19,29,4.8017614406635485e-09,0,0,1,0,0,0,1.8063013170266917e-07,1.4846537266539729e-07
20,28,6.0663376141331203e-13,0,0,1,1,0,0,0,0
20,29,2.5588066372804205e-09,0,0,1,0,0,0,1.0016180911522139e-07,8.2156759199679506e-08
21,28,6.0651549147508454e-13,0,0,1,1,0,0,0,0
21,29,1.8518695943669381e-09,0,0,1,0,0,0,6.8468295240183153e-08,5.6103771356078311e-08
22,28,6.0606701382608134e-13,0,0,1,1,0,0,0,0
22,29,1.088997916414619e-09,0,0,1,0,0,0,5.3755824052060801e-08,3.9677691713352173e-08
23,28,6.0648115197426789e-13,0,0,1,1,0,0,0,0
23,29,7.9959349532986017e-10,0,0,1,0,0,0,4.4624359679147591e-08,2.7337986452772428e-08
24,28,6.0633001022563238e-13,0,0,1,1,0,0,0,0
24,29,4.5412534448657639e-10,0,0,1,0,0,0,2.8329478593057316e-08,1.5934767290074991e-08
25,28,6.0675631033323595e-13,0,0,1,1,0,0,0,0
25,29,2.1495415939395066e-10,0,0,1,0,0,0,9.3488640226139363e-09,6.3812607798768139e-09
26,28,6.0644694819083924e-13,0,0,1,1,0,0,0,0
26,29,9.9952632473632034e-11,0,0,1,0,0,0,3.5622053304612602e-09,2.9318280170257427e-09
27,28,6.0709062404679162e-13,0,0,1,1,0,0,0,0
27,29,5.3099451486372496e-11,0,0,1,0,0,0,1.6522545402220206e-09,1.4066339899895675e-09
28,28,6.0556536685760964e-13,0,0,1,1,0,0,0,0
28,29,2.1922571154468006e-11,0,0,1,0,0,0,6.9713618174678716e-10,6.169730217769618e-10
29,28,5.9515136566299298e-13,0,0,1,1,0,0,0,0
29,29,8.9951767628408358e-12,0,0,1,0,0,0,3.3216268295233206e-10,2.8953397309545914e-10
30,28,5.8732803690636246e-13,0,0,1,1,0,0,0,0
30,29,5.0517931944025084e-12,0,0,1,0,0,0,1.7441181254964555e-10,1.5373589897750872e-10
31,28,5.7983096501294594e-13,0,0,1,1,0,0,0,0
31,29,3.1623437199264043e-12,0,0,1,0,0,0,1.1283239824063429e-10,9.8586065070544925e-11
32,28,5.6443039553871777e-13,0,0,1,1,0,0,0,0
32,29,2.1268444317245224e-12,0,0,1,0,0,0,7.6150920961831972e-11,6.4303248859738223e-11
33,28,5.5753755559211501e-13,0,0,1,1,0,0,0,0
33,29,1.1713671380701898e-12,0,0,1,0,0,0,4.0262043382895406e-11,3.2829085719968324e-11
34,28,5.536975356609449e-13,1,0,0,1,0,0,0,0
34,29,5.1326829791611476e-13,1,0,0,1,0,0,0,0
34,24,2.191950726900814e-13,1,0,0,1,0,0,0,0
34,27,9.1984061861284821e-14,1,0,0,1,0,0,0,0
34,25,8.2288653649864805e-14,1,0,0,1,0,0,0,0
34,26,6.6625509961224018e-14,1,0,0,1,0,0,0,0
34,23,5.2380418442324117e-14,1,0,0,1,0,0,0,0
34,11,4.9244906352115998e-14,1,0,0,1,0,0,0,0
34,1,4.9214331867997004e-14,1,0,0,1,0,0,0,0
34,5,4.7580617015134303e-14,1,0,0,1,0,0,0,0
34,14,4.5832557142030606e-14,1,0,0,1,0,0,0,0
34,21,3.5997290926604514e-14,1,0,0,1,0,0,0,0
34,13,3.2172188928488687e-14,1,0,0,1,0,0,0,0
34,6,2.7733688953071748e-14,1,0,0,1,0,0,0,0
34,8,2.5975453721101179e-14,1,0,0,1,0,0,0,0
34,9,2.497495844855686e-14,1,0,0,1,0,0,0,0
34,22,2.3294183339410593e-14,1,0,0,1,0,0,0,0
34,4,2.2882432806651581e-14,1,0,0,1,0,0,0,0
34,16,2.1801605924991429e-14,1,0,0,1,0,0,0,0
34,10,2.1784856914146115e-14,1,0,0,1,0,0,0,0
34,18,2.1659837785774494e-14,1,0,0,1,0,0,0,0
34,20,2.1191420363413757e-14,1,0,0,1,0,0,0,0
34,12,2.0492924105694784e-14,1,0,0,1,0,0,0,0
34,3,1.8489628696666851e-14,1,0,0,1,0,0,0,0
34,19,1.7311150086085477e-14,1,0,0,1,0,0,0,0
34,17,1.7109093786176369e-14,1,0,0,1,0,0,0,0
34,2,1.695370780831156e-14,1,0,0,1,0,0,0,0
