davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual
31,29,0,2,9.5395799373935786e-06,7.9826567913567248e-06,1.7044877633422041e-07,1.7769624520181441e-07,7.5557582627082436e-14,7.7691466507722739e-14,1.7044877633422041e-07,1.7769624520181441e-07,0,global_not_improved,46,46,1.2878587085651816e-14,1.4432899320127035e-14,0,18,1.7044877633422041e-07,7.3800781957518865e-14,1.7044877633422041e-07
