method,repeat,requested_k,basis_cols,returned_k,iterations,status,time_total_sec,max_relative_eigen_residual,max_relative_eigen_residual_index,relative_fixed_point_residual,best_so_far_enabled,best_so_far_updated,best_so_far_step,best_so_far_source,best_so_far_basis_cols,best_so_far_max_residual,best_so_far_max_residual_index,final_returned_from_best_so_far,pair28_best_residual,pair29_best_residual
IPT_CUDA_BLOCK_CLUSTER,1,30,46,30,200,failed,15.61980140407104,1.7044877633422041e-07,29,1.3488352586384105,1,1,18,davidson,46,1.7044877633422041e-07,29,0,7.3800781957518865e-14,1.7044877633422041e-07
