davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00055430587001729416,5.5517529753304683e-05,1,34,5.5517529753304683e-05,29,1.7502699108742435e-11,5.5517529753304683e-05,1.532107773982716e-14,0
2,29,5.5517529753304683e-05,2.3163908102741436e-05,1,35,2.3163908102741436e-05,29,1.7269108845807674e-11,2.3163908102741436e-05,1.2878587085651816e-14,0
3,29,2.3163908102741436e-05,1.1374447573192231e-05,1,36,1.1374447573192231e-05,29,1.7271341153797298e-11,1.1374447573192231e-05,1.3322676295501878e-14,0
4,29,1.1374447573192231e-05,4.9880894055034867e-06,1,37,4.9880894055034867e-06,29,1.7259898656337149e-11,4.9880894055034867e-06,1.7097434579227411e-14,0
5,29,4.9880894055034867e-06,2.9032210067715485e-06,1,38,2.9032210067715485e-06,29,1.7215074939800716e-11,2.9032210067715485e-06,1.3322676295501878e-14,0
6,29,2.9032210067715485e-06,1.4196999638649152e-06,1,39,1.4196999638649152e-06,29,1.7056152143121234e-11,1.4196999638649152e-06,1.4876988529977098e-14,0
7,29,1.4196999638649152e-06,8.4510173967542442e-07,1,40,8.4510173967542442e-07,29,1.6962506118212428e-11,8.4510173967542442e-07,1.5987211554602254e-14,0
8,29,8.4510173967542442e-07,7.2783881207558405e-07,1,41,7.2783881207558405e-07,29,1.6931609450530252e-11,7.2783881207558405e-07,1.6209256159527285e-14,0
9,29,7.2783881207558405e-07,6.923351168593264e-07,1,42,6.923351168593264e-07,29,1.6766898799155908e-11,6.923351168593264e-07,1.7319479184152442e-14,0
10,29,6.923351168593264e-07,6.1014863022153575e-07,1,43,6.1014863022153575e-07,29,1.6615398637274354e-11,6.1014863022153575e-07,1.7319479184152442e-14,0
11,29,6.1014863022153575e-07,4.0825382856245104e-07,1,44,4.0825382856245104e-07,29,1.6609979979298221e-11,4.0825382856245104e-07,1.354472090042691e-14,0
12,29,4.0825382856245104e-07,2.8814134689247028e-07,1,45,2.8814134689247028e-07,29,1.658089213550288e-11,2.8814134689247028e-07,1.4210854715202004e-14,0
13,29,2.8814134689247028e-07,2.3549506312314421e-07,1,46,2.3549506312314421e-07,29,1.6496118116598358e-11,2.3549506312314421e-07,1.3211653993039363e-14,0
14,29,2.3549506312314421e-07,1.9296797948496817e-07,1,47,1.9296797948496817e-07,29,1.6409434632045456e-11,1.9296797948496817e-07,1.5432100042289676e-14,0
15,29,1.9296797948496817e-07,1.6469686078700524e-07,1,48,1.6469686078700524e-07,29,1.640944394534336e-11,1.6469686078700524e-07,1.4654943925052066e-14,0
16,29,1.6469686078700524e-07,9.7503199128758144e-08,1,49,9.7503199128758144e-08,29,1.6404307489441083e-11,9.7503199128758144e-08,1.6542323066914832e-14,0
17,29,9.7503199128758144e-08,4.4951776008838894e-08,1,50,4.4951776008838894e-08,29,1.6394138607073767e-11,4.4951776008838894e-08,1.4876988529977098e-14,0
18,29,4.4951776008838894e-08,2.153823463408038e-08,1,51,2.153823463408038e-08,29,1.6389556350162174e-11,2.153823463408038e-08,1.1324274851176597e-14,0
19,29,2.153823463408038e-08,1.1251926748388519e-08,1,52,1.1251926748388519e-08,29,1.6391543255050689e-11,1.1251926748388519e-08,1.2656542480726785e-14,0
20,29,1.1251926748388519e-08,5.179655508273789e-09,1,35,5.179655508273789e-09,29,1.6371615303603276e-11,5.179655508273789e-09,1.4654943925052066e-14,1
21,29,5.179655508273789e-09,2.0238864049297179e-09,1,36,2.0238864049297179e-09,29,1.6320292647919199e-11,2.0238864049297179e-09,1.5543122344752192e-14,0
22,29,2.0238864049297179e-09,9.3831189558885199e-10,1,37,9.3831189558885199e-10,29,1.6176585315236808e-11,9.3831189558885199e-10,1.3766765505351941e-14,0
23,29,9.3831189558885199e-10,4.9870325097437476e-10,1,38,4.9870325097437476e-10,29,1.6103389736863285e-11,4.9870325097437476e-10,1.5543122344752192e-14,0
24,29,4.9870325097437476e-10,3.5230871262928709e-10,1,39,3.5230871262928709e-10,29,1.6087290313212145e-11,3.5230871262928709e-10,1.3766765505351941e-14,0
25,29,3.5230871262928709e-10,2.5529130289749789e-10,1,40,2.5529130289749789e-10,29,1.5993292786259934e-11,2.5529130289749789e-10,1.3988810110276972e-14,0
