repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600692,4.0534393064458464e-13,1.0000000000000027
1,1,-39.58778384603977,1.6784583512558414e-13,0.99999999999999989
1,2,-39.530151400183087,2.4554315884480019e-13,1.0000000000000013
1,3,-39.530151400183016,1.9489597849133315e-13,0.99999999999999634
1,4,-39.530151400182987,2.2127642737606222e-13,1.0000000000000036
1,5,-39.412585414388602,4.7303785724865524e-13,0.999999999999998
1,6,-39.412585414388587,1.5322407632602877e-13,1.0000000000000002
1,7,-39.402524307527827,2.6319935224450378e-14,0.99999999999999412
1,8,-39.402524307527671,1.5557946693309877e-13,1.000000000000002
1,9,-39.402524307527635,3.4203008068665648e-13,1.0000000000000029
1,10,-39.37666378389175,4.4322278030796159e-13,1.0000000000000004
1,11,-39.376663783891715,3.1002192228756554e-13,0.99999999999999889
1,12,-39.376663783891637,4.1389552552924517e-13,1.000000000000004
1,13,-39.367701470295543,4.614095867212647e-13,1.0000000000000036
1,14,-39.367701470295472,2.5955565901207817e-13,0.99999999999999967
1,15,-39.364323150450055,2.7635256060530196e-13,0.99999999999999856
1,16,-39.364323150449998,1.2543069119775636e-13,1.0000000000000016
1,17,-39.364323150449948,7.5706212660075576e-14,1.0000000000000062
1,18,-39.312786707793322,4.0157529352519347e-13,0.99999999999999734
1,19,-39.312786707793244,6.0619879151019369e-14,0.99999999999999611
1,20,-39.312786707793194,1.2249408389467471e-13,1.0000000000000031
1,21,-39.290219883813151,9.2081224639606104e-14,1.0000000000000009
1,22,-39.290219883813108,4.2622973488500672e-13,1.0000000000000009
1,23,-39.290219883813066,1.3013668217971515e-13,1.0000000000000011
1,24,-39.176458439526002,3.4255297983857244e-13,1.000000000000006
1,25,-39.059902131173502,1.5100786312701849e-13,1.0000000000000011
1,26,-39.059902131173445,1.6409111206406645e-13,1.0000000000000007
1,27,-39.059902131173388,2.0456316670930837e-13,1.0000000000000058
1,28,-39.023899884567165,3.0466653403753684e-13,1.0000000000000071
1,29,-39.013014208761028,1.47735391972095e-13,1.0000000000000024
