davidson_step,pair_index,residual,selected_by_residual,selected_forced,skipped_converged,skipped_active_tol,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00060572796754697106,1,0,0,0,0,0,0.032422015888235879,0.032221796569050672
1,28,2.3751121304936085e-10,1,0,0,0,0,0,1.197930040078638e-08,1.1731971209505714e-08
2,29,5.494794595448613e-05,1,0,0,0,0,0,0.0042602676629971319,0.0039391645313424546
2,28,2.4200800151567015e-11,1,0,0,0,0,0,2.47748059967333e-09,2.0459730271689398e-09
3,29,2.9202300731634784e-05,1,0,0,0,0,0,0.003333234360139479,0.0022035189469220779
3,28,1.1492656138680948e-11,1,0,0,0,0,0,8.7320318444227737e-10,5.2276317084950613e-10
4,29,2.8782139246117166e-05,1,0,0,0,0,0,0.0015783772711899251,0.0010050602560959239
4,28,1.0145878537384099e-11,1,0,0,0,0,0,6.3403843282454401e-10,5.4288855767167535e-10
5,29,2.1464424310296147e-05,1,0,0,0,0,0,0.001089806280298905,0.00079579196452018671
5,28,1.0178272432911425e-11,1,0,0,0,0,0,4.9918443107574147e-10,3.9747907038180207e-10
6,29,1.1135934543214548e-05,1,0,0,0,0,0,0.00046308057827334364,0.00036156354448317618
6,28,8.1340267792599826e-12,1,0,0,0,0,0,4.1488469888687072e-10,3.1698305803565957e-10
7,29,5.2068479138046291e-06,1,0,0,0,0,0,0.0003075667615561936,0.00021999960459568495
7,28,5.7086159790575766e-12,1,0,0,0,0,0,2.8687522383401683e-10,2.0625830126880874e-10
8,29,2.7735936865817132e-06,1,0,0,0,0,0,0.0002342692830206681,0.00014042247826771416
8,28,4.2376265323623465e-12,1,0,0,0,0,0,2.6239082344499611e-10,1.0619724954652556e-10
9,29,1.8794033976046976e-06,1,0,0,0,0,0,0.00011893986914617999,7.6056069850223389e-05
9,28,2.7254444554512534e-12,1,0,0,0,0,0,1.2367582010707302e-10,6.1084188061241711e-11
10,29,1.5333780667863819e-06,1,0,0,0,0,0,6.5621566315324619e-05,5.1678349811225799e-05
10,28,1.9868604785362397e-12,1,0,0,0,0,0,9.0744402505600898e-11,4.1424670467670346e-11
11,29,1.0834442383863582e-06,1,0,0,0,0,0,3.6055737642207671e-05,3.2972421781709597e-05
11,28,1.4465320783773535e-12,1,0,0,0,0,0,6.1406009155088146e-11,4.3855672340022323e-11
12,29,5.1733754209217723e-07,1,0,0,0,0,0,2.2820146728402779e-05,1.9141800745663229e-05
12,28,9.552984390816918e-13,1,0,0,0,0,0,8.661693559271163e-11,5.8890238329104209e-11
13,29,3.3010510181622964e-07,1,0,0,0,0,0,2.0149519967782291e-05,1.5786704550382311e-05
13,28,9.4012694758530935e-13,1,0,0,0,0,0,3.4969682441638702e-11,3.0007307971225409e-11
14,29,2.2953099106380693e-07,1,0,0,0,0,0,1.9324899655429208e-05,1.2796322069160952e-05
14,28,6.59849225362157e-13,1,0,0,0,0,0,2.8826541475536336e-11,2.2578940431537864e-11
15,29,1.5461701493799675e-07,1,0,0,0,0,0,1.0105624667624524e-05,6.8020322153756971e-06
15,25,5.349203717914363e-13,1,0,0,0,0,0,1.9874419777884936e-11,1.8682318485787245e-11
16,29,1.0956275866883833e-07,1,0,0,0,0,0,5.1794462382654789e-06,4.2614078598447394e-06
16,28,4.3058249078414507e-13,1,0,0,0,0,0,1.8758202693447057e-11,1.6160316561323859e-11
17,29,6.8941402184804097e-08,1,0,0,0,0,0,2.8693249033522997e-06,2.568553870091178e-06
17,28,3.0915196510298348e-13,1,0,0,0,0,0,1.6987600163343596e-11,1.3264336961467912e-11
18,29,4.5118480524856503e-08,1,0,0,0,0,0,2.606205815842349e-06,1.9966018506127629e-06
18,28,2.6433397959299741e-13,1,0,0,0,0,0,1.474476637156146e-11,9.2976365793765524e-12
19,29,2.981706198699389e-08,1,0,0,0,0,0,2.2467280494582537e-06,1.4596156794582452e-06
19,25,1.6991404927514966e-13,1,0,0,0,0,0,9.1750337976670293e-12,7.8670372197790129e-12
20,29,1.6069216904814308e-08,1,0,0,0,0,0,1.2212021529963992e-06,7.4800063718280841e-07
20,24,1.4487354134834374e-13,1,0,0,0,0,0,7.2495137374369428e-12,4.5518949603372979e-12
21,29,8.9186793490464029e-09,1,0,0,0,0,0,5.9202606419199124e-07,4.7951027697882548e-07
21,28,1.2393432848637671e-13,1,0,0,0,0,0,5.4451258481760355e-12,5.0613926181397429e-12
22,29,5.5859527596359686e-09,1,0,0,0,0,0,3.5733853381956925e-07,2.9244727922631294e-07
22,28,8.2722859957499307e-14,0,0,1,0,0,0,0,0
22,27,8.2605167390713952e-14,0,0,1,0,0,0,0,0
