davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
26,29,1.2317902064049219e-09,9.3242668839769469e-10,1,42,9.3242668839769469e-10,29,8.8544549349205614e-14,9.3242668839769469e-10,1.5987211554602254e-14,0
27,29,9.3242668839769469e-10,7.2187671250088351e-10,1,43,7.2187671250088351e-10,29,8.6776260712899016e-14,7.2187671250088351e-10,1.4654943925052066e-14,0
28,29,7.2187671250088351e-10,4.6879959594951642e-10,1,44,4.6879959594951642e-10,29,8.3302423778184028e-14,4.6879959594951642e-10,1.5987211554602254e-14,0
29,29,4.6879959594951642e-10,2.6713886464575931e-10,1,45,2.6713886464575931e-10,29,8.3368278262596747e-14,2.6713886464575931e-10,1.7541523789077473e-14,0
30,29,2.6713886464575931e-10,2.435207031672461e-10,1,46,2.435207031672461e-10,29,8.4079378756695643e-14,2.435207031672461e-10,1.6209256159527285e-14,0
31,29,2.435207031672461e-10,1.9586223643192919e-10,1,47,1.9586223643192919e-10,29,7.7301254023367282e-14,1.9586223643192919e-10,1.7319479184152442e-14,0
32,29,1.9586223643192919e-10,1.4798561150280236e-10,1,48,1.4798561150280236e-10,29,7.6168613879013566e-14,1.4798561150280236e-10,1.3766765505351941e-14,0
33,29,1.4798561150280236e-10,9.2095854323934056e-11,1,49,9.2095854323934056e-11,29,7.1078112852871487e-14,9.2095854323934056e-11,1.354472090042691e-14,0
34,29,9.2095854323934056e-11,4.1912679361553721e-11,1,50,4.1912679361553721e-11,29,6.9316132118115806e-14,4.1912679361553721e-11,1.354472090042691e-14,0
35,29,4.1912679361553721e-11,1.6947548761706062e-11,1,51,1.6947548761706062e-11,29,6.6722112680396346e-14,1.6947548761706062e-11,1.4432899320127035e-14,0
36,29,1.6947548761706062e-11,8.6313931185139337e-12,1,52,8.6313931185139337e-12,29,6.6656290273608089e-14,8.6313931185139337e-12,1.4654943925052066e-14,0
37,29,8.6313931185139337e-12,5.4848975279797816e-12,1,53,5.4848975279797816e-12,29,6.7643842876060572e-14,5.4848975279797816e-12,1.532107773982716e-14,0
38,29,5.4848975279797816e-12,3.8135520031180504e-12,1,54,3.8135520031180504e-12,29,6.8501704919536845e-14,3.8135520031180504e-12,1.4876988529977098e-14,0
39,29,3.8135520031180504e-12,2.2102080565692174e-12,1,35,2.2102080565692174e-12,29,6.8014972477359089e-14,2.2102080565692174e-12,1.4654943925052066e-14,1
40,29,2.2102080565692174e-12,1.40996550803623e-12,1,36,1.40996550803623e-12,29,6.5503936602470362e-14,1.40996550803623e-12,1.6209256159527285e-14,0
