repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600713,4.0545221390929218e-13,1.0000000000000009
1,1,-39.587783846039841,1.8631648931906321e-13,0.99999999999999933
1,2,-39.530151400183101,1.6512032180365006e-13,0.99999999999999845
1,3,-39.530151400183044,1.7611409553526156e-13,0.99999999999999545
1,4,-39.530151400183001,1.6409180266210676e-13,1.0000000000000007
1,5,-39.412585414388623,4.08683677799317e-13,0.999999999999997
1,6,-39.412585414388488,3.7543939749125705e-13,1.0000000000000007
1,7,-39.402524307527827,4.2740714431918354e-14,0.99999999999999889
1,8,-39.402524307527692,4.6285252180082924e-13,0.99999999999999978
1,9,-39.402524307527642,3.5992560867741297e-14,0.99999999999999856
1,10,-39.376663783891729,4.1827490435948083e-13,1.0000000000000064
1,11,-39.376663783891701,3.4953811057208657e-13,1.0000000000000022
1,12,-39.376663783891601,3.5653014911084378e-13,1.000000000000004
1,13,-39.367701470295522,1.1848781894863738e-13,0.99999999999999667
1,14,-39.367701470295472,1.506474516025042e-13,0.99999999999999856
1,15,-39.364323150450055,2.0106869790077916e-13,0.99999999999999312
1,16,-39.364323150450041,3.8546358881207915e-13,1.0000000000000009
1,17,-39.364323150450012,1.3550010534107771e-13,0.99999999999999767
1,18,-39.312786707793194,2.3483643017827987e-13,1.0000000000000069
1,19,-39.312786707793151,4.1852106330305972e-13,0.99999999999999423
1,20,-39.312786707793094,3.3294251303965894e-13,0.99999999999999734
1,21,-39.290219883813279,4.1731049226201057e-13,0.99999999999999867
1,22,-39.290219883813158,9.1456669683886247e-14,0.99999999999999989
1,23,-39.290219883813123,4.1333562385542718e-14,0.99999999999999623
1,24,-39.176458439525881,3.5119962689530337e-13,1.0000000000000071
1,25,-39.059902131173502,4.1938953221125079e-13,1.0000000000000044
1,26,-39.059902131173416,3.1194318834934031e-13,0.99999999999999745
1,27,-39.059902131173324,2.8377995337939777e-13,1.000000000000002
1,28,-39.02389988456715,3.4791221434614217e-13,1.0000000000000053
1,29,-39.013014208761057,4.818628901196418e-13,0.99999999999999456
