davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00089673806716697251,5.9937114452692534e-05,1,34,5.9937114452692534e-05,29,9.0981948926958607e-12,5.9937114452692534e-05,1.6875389974302379e-14,0
2,29,5.9937114452692534e-05,4.6512239342872877e-05,1,35,4.6512239342872877e-05,29,8.9944616625542201e-12,4.6512239342872877e-05,1.4654943925052066e-14,0
3,29,4.6512239342872877e-05,3.4024517909371203e-05,1,36,3.4024517909371203e-05,29,8.9265725628370408e-12,3.4024517909371203e-05,1.3322676295501878e-14,0
4,29,3.4024517909371203e-05,1.8058064311702379e-05,1,37,1.8058064311702379e-05,29,8.9306006943172493e-12,1.8058064311702379e-05,1.5543122344752192e-14,0
5,29,1.8058064311702379e-05,1.1132623913532728e-05,1,38,1.1132623913532728e-05,29,8.9312068027395677e-12,1.1132623913532728e-05,1.5987211554602254e-14,0
6,29,1.1132623913532728e-05,1.0037757850945895e-05,1,39,1.0037757850945895e-05,29,8.9289816686871219e-12,1.0037757850945895e-05,1.3988810110276972e-14,0
7,29,1.0037757850945895e-05,8.2135283832894425e-06,1,40,8.2135283832894425e-06,29,8.8937732928710423e-12,8.2135283832894425e-06,1.7985612998927536e-14,0
8,29,8.2135283832894425e-06,5.002345335044859e-06,1,41,5.002345335044859e-06,29,8.8142568984891577e-12,5.002345335044859e-06,1.4876988529977098e-14,0
9,29,5.002345335044859e-06,2.7186376098506524e-06,1,42,2.7186376098506524e-06,29,8.7596671756985362e-12,2.7186376098506524e-06,1.4210854715202004e-14,0
10,29,2.7186376098506524e-06,1.5407190323261201e-06,1,43,1.5407190323261201e-06,29,8.7182162171668567e-12,1.5407190323261201e-06,1.3988810110276972e-14,0
11,29,1.5407190323261201e-06,7.2623869485522449e-07,1,44,7.2623869485522449e-07,29,8.501448308800493e-12,7.2623869485522449e-07,1.3988810110276972e-14,0
12,29,7.2623869485522449e-07,3.4348808139046614e-07,1,45,3.4348808139046614e-07,29,8.3267709690492932e-12,3.4348808139046614e-07,1.7319479184152442e-14,0
13,29,3.4348808139046614e-07,2.3595517406560831e-07,1,46,2.3595517406560831e-07,29,8.1772670116044767e-12,2.3595517406560831e-07,1.6875389974302379e-14,0
14,29,2.3595517406560831e-07,1.2778091200876364e-07,1,47,1.2778091200876364e-07,29,7.9042729577357651e-12,1.2778091200876364e-07,1.6431300764452317e-14,0
15,29,1.2778091200876364e-07,8.7220386599538834e-08,1,48,8.7220386599538834e-08,29,7.6085422513504518e-12,8.7220386599538834e-08,1.4210854715202004e-14,0
16,29,8.7220386599538834e-08,7.9305937222768532e-08,1,49,7.9305937222768532e-08,29,7.3913107650679063e-12,7.9305937222768532e-08,1.5543122344752192e-14,0
17,29,7.9305937222768532e-08,4.1015268099864165e-08,1,50,4.1015268099864165e-08,29,6.8634447827311394e-12,4.1015268099864165e-08,1.6431300764452317e-14,0
18,29,4.1015268099864165e-08,1.6899336474900347e-08,1,51,1.6899336474900347e-08,29,6.3746306169060093e-12,1.6899336474900347e-08,1.7097434579227411e-14,0
19,29,1.6899336474900347e-08,7.3841552283299839e-09,1,52,7.3841552283299839e-09,29,5.9941083466533016e-12,7.3841552283299839e-09,1.4654943925052066e-14,0
20,29,7.3841552283299839e-09,5.179754386970233e-09,1,35,5.179754386970233e-09,29,5.6012550576773164e-12,5.179754386970233e-09,1.4543921622589551e-14,1
21,29,5.179754386970233e-09,4.0244033494656725e-09,1,36,4.0244033494656725e-09,29,5.2085037358221376e-12,4.0244033494656725e-09,1.532107773982716e-14,0
22,29,4.0244033494656725e-09,2.1395419738650466e-09,1,37,2.1395419738650466e-09,29,4.9682638267260685e-12,2.1395419738650466e-09,1.7097434579227411e-14,0
23,29,2.1395419738650466e-09,1.417989489424937e-09,1,38,1.417989489424937e-09,29,4.9623829332664898e-12,1.417989489424937e-09,1.7541523789077473e-14,0
24,29,1.417989489424937e-09,8.3011082104612919e-10,1,39,8.3011082104612919e-10,29,4.9103504759545844e-12,8.3011082104612919e-10,1.4210854715202004e-14,0
25,29,8.3011082104612919e-10,4.4656460339416677e-10,1,40,4.4656460339416677e-10,29,4.8448794669980029e-12,4.4656460339416677e-10,1.6653345369377348e-14,0
26,29,4.4656460339416677e-10,2.2450090888133696e-10,1,41,2.2450090888133696e-10,29,4.8327821669623946e-12,2.2450090888133696e-10,1.4432899320127035e-14,0
