method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,10,1.2441847940906883,1.2554783226922155,0,0.011293528601527214,0,0,571.60000000000002,2001.2,-40.190776252600728,9.8516605248521333e-13,nan,0,0,,9.9999999999999998e-13,5000
IPT_CUDA_BLOCK_CLUSTER,10,0.48160818459999993,6.5608643004670739,5.6128084793999999,0.45764250159999997,0.42378151359999999,0.057826670999999996,100,2469,-40.190776252600735,1.7524054228200133e-14,2.0497266432993654e-06,7.1054273576010019e-15,0,,9.9999999999999998e-13,1000
