davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
31,29,1,0,1.8951163884247624e-10,1.4882742042279566e-10,4.9584716325478168e-12,2.6976361250810419e-12,6.2585208402577882e-13,6.2557297361403327e-13,4.9584716325478168e-12,2.6976361250810419e-12,1,none,71,72,1.4432899320127035e-14,1.7097434579227411e-14,1,31,2.6976361250810419e-12,6.2514020742087367e-13,2.6976361250810419e-12,1,1,1,1,global_ok+active_ok,0,1,3e-09,31,0,12,0,0.010885675806243,0.00027894894765625289,4.9978126977569718e-12,2.7692205056041604e-12,4.9584716325478168e-12,2.6976361250810419e-12,1.0000000000000138,9.5621153575461003e-13,9.5651109759120599e-13,0.99999999999999833,0,soft,active,0,1
32,29,1,0,9.6979393762685588e-11,8.0611357097058887e-11,2.6976361250810419e-12,1.5349895715359512e-12,6.2557297361403327e-13,6.2557196715007372e-13,2.6976361250810419e-12,1.5349895715359512e-12,1,none,72,73,1.7097434579227411e-14,1.4654943925052066e-14,1,32,1.5349895715359512e-12,6.2514020742087367e-13,1.5349895715359512e-12,1,1,1,1,global_ok+active_ok,0,1,3e-09,32,0,12,0,0.010885675806200368,0.00027894894765516045,2.7692205056041604e-12,1.6575684814836871e-12,2.6976361250810419e-12,1.5349895715359512e-12,1.0000000000000138,2.9475799033213606e-13,2.9455784849781601e-13,0.99999999999999922,0,soft,active,0,1
33,29,1,0,5.5607905975026838e-11,4.5413127012532888e-11,1.5349895715359512e-12,8.0445136840647473e-13,6.2557196715007372e-13,6.2597917393932994e-13,1.5349895715359512e-12,8.0445136840647473e-13,1,none,73,74,1.4654943925052066e-14,1.6431300764452317e-14,1,33,8.0445136840647473e-13,6.2514020742087367e-13,8.0445136840647473e-13,1,1,1,1,global_ok+active_ok,0,1,3e-09,33,0,12,0,0.010885675806257211,0.00027894894765661692,1.6575684814836871e-12,1.0193095360766598e-12,1.5349895715359512e-12,8.0445136840647473e-13,1.0000000000000149,2.3691284616635312e-13,2.3603766959645905e-13,1.0000000000000011,0,converged,converged,0,0
34,none,0,30,,,8.0445136840647473e-13,8.0445136840647473e-13,6.2597917393932994e-13,6.2597917393932994e-13,8.0445136840647473e-13,8.0445136840647473e-13,0,no_valid_correction,74,74,1.6431300764452317e-14,1.6431300764452317e-14,0,33,8.0445136840647473e-13,6.2514020742087367e-13,8.0445136840647473e-13,1,0,0,1,no_valid_correction,0,1,3e-09,33,1,12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,inactive,inactive,0,0
