davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
34,1,1.621448660298613e-13,1,0,0,1,0,0,0,0
34,14,7.992138432927446e-14,1,0,0,1,0,0,0,0
34,26,7.6694416185733816e-14,1,0,0,1,0,0,0,0
34,6,6.9301892203268849e-14,1,0,0,1,0,0,0,0
34,27,6.5075703598331732e-14,1,0,0,1,0,0,0,0
34,13,6.038935028897829e-14,1,0,0,1,0,0,0,0
34,10,4.7965580912236886e-14,1,0,0,1,0,0,0,0
34,25,4.6828321398523619e-14,1,0,0,1,0,0,0,0
34,5,4.541323260758386e-14,1,0,0,1,0,0,0,0
34,22,4.2925135817539696e-14,1,0,0,1,0,0,0,0
34,9,4.1014858349521835e-14,1,0,0,1,0,0,0,0
34,8,3.9543631612021524e-14,1,0,0,1,0,0,0,0
34,3,3.8715188718774842e-14,1,0,0,1,0,0,0,0
34,23,3.780600336459813e-14,1,0,0,1,0,0,0,0
34,4,3.6382025050464404e-14,1,0,0,1,0,0,0,0
34,11,3.4470076615761614e-14,1,0,0,1,0,0,0,0
34,21,3.2594596885764846e-14,1,0,0,1,0,0,0,0
34,7,3.1533793296547403e-14,1,0,0,1,0,0,0,0
34,2,3.0646654885956358e-14,1,0,0,1,0,0,0,0
34,17,2.8520147961565542e-14,1,0,0,1,0,0,0,0
34,15,2.5410482226123357e-14,1,0,0,1,0,0,0,0
34,20,2.4293179022868032e-14,1,0,0,1,0,0,0,0
34,12,2.3746903150850664e-14,1,0,0,1,0,0,0,0
34,16,2.3597799746777e-14,1,0,0,1,0,0,0,0
34,18,1.6974377931038928e-14,1,0,0,1,0,0,0,0
34,19,1.6748965898969159e-14,1,0,0,1,0,0,0,0
34,0,1.6380423615996686e-15,1,0,0,1,0,0,0,0
