repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600671,4.0538084934685207e-13,1.0000000000000004
1,1,-39.587783846039734,1.778470455050765e-13,0.99999999999999767
1,2,-39.530151400183023,2.1094579303608847e-13,0.999999999999999
1,3,-39.530151400183023,3.5332042117171437e-13,1.0000000000000002
1,4,-39.53015140018298,2.5451981600581681e-13,0.99999999999999745
1,5,-39.412585414388637,2.8923160831350351e-13,1.0000000000000042
1,6,-39.412585414388566,2.1239337546708406e-13,0.99999999999999867
1,7,-39.402524307527742,2.4612102109176618e-13,0.99999999999999467
1,8,-39.402524307527727,6.793849037810981e-14,1.0000000000000024
1,9,-39.402524307527621,1.1735208030520761e-13,0.99999999999999833
1,10,-39.376663783891786,2.7879533479248293e-13,1.0000000000000038
1,11,-39.376663783891736,3.3806261860791711e-13,0.999999999999998
1,12,-39.376663783891672,2.6744659451108567e-13,0.99999999999999845
1,13,-39.367701470295451,2.7111695129248916e-13,0.99999999999999212
1,14,-39.367701470295415,4.2049702505335277e-13,1.0000000000000011
1,15,-39.364323150450048,2.3000279253771751e-13,0.999999999999999
1,16,-39.364323150449962,1.8457889554531938e-13,0.99999999999999722
1,17,-39.364323150449948,2.5024609630837016e-13,0.999999999999997
1,18,-39.312786707793293,1.9585575909481939e-13,1.0000000000000002
1,19,-39.312786707793194,3.0765722146499416e-13,0.99999999999999711
1,20,-39.312786707793151,2.1498898524782445e-13,1.0000000000000022
1,21,-39.29021988381318,1.8741757277300948e-13,1.0000000000000013
1,22,-39.290219883813151,5.2834203114945145e-14,1.0000000000000033
1,23,-39.290219883813123,5.2004063669838379e-14,0.99999999999999534
1,24,-39.176458439526023,4.3896832794227244e-13,1.0000000000000073
1,25,-39.059902131173565,1.1846603919078351e-13,0.99999999999999589
1,26,-39.059902131173466,2.0297434687722143e-13,0.99999999999999989
1,27,-39.059902131173445,1.1349538083179197e-13,0.99999999999999711
1,28,-39.023899884567008,2.4174647446971734e-13,1.0000000000000062
1,29,-39.013014208761042,3.7871128081363087e-13,1.0000000000000067
