method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,10,0.93534899977967145,0.9464298808015883,0,0.011080881021916867,0,0,724.20000000000005,1882.8,-40.190776252600671,9.9970623109084976e-13,nan,0,0,,9.9999999999999998e-13,5000
IPT_CUDA_BLOCK_CLUSTER,10,0.49335892640000001,6.8914950776845219,6.373023257599999,0.010878226799999998,0.48866981000000004,0.0046891164000000003,100,2525,-40.190776252600863,4.618015378359485e-15,1.6174070236099956e-06,1.9184653865522705e-13,0,,9.9999999999999998e-13,100
