N,epsilon,initial_precision,initial_tol,fp64_tol,initial_maxiter,fp64_maxiter,repeats,time_cusolver_syevd_sec,residual_cusolver_syevd,time_initial_sec,time_fp64_refine_sec,time_mixed_total_sec,residual_mixed,initial_fixed_point_residual,fp64_fixed_point_residual,initial_iterations,fp64_iterations,initial_converged,fp64_converged,gpu_name,status,error
4096,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,0.21519837323576213,4.0797475673776246e-10,0.0097893717698752884,0.078615653980523351,0.088405283726751799,2.6606734790364549e-11,0.00039912583793816001,9.4584308721758838e-14,2,8,true,true,NVIDIA A100-SXM4-80GB,ok,
4096,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.21519837323576213,4.0797475673776246e-10,0.038566782418638465,0.060901556909084317,0.099468727130442858,2.6640172133589366e-11,5.1655424128017487e-07,9.4643374099964188e-14,4,6,true,true,NVIDIA A100-SXM4-80GB,ok,
8192,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,1.4553525915369392,1.5413710880634777e-09,0.020639851875603198,0.57266354681923981,0.59330366617068653,7.3156733772877786e-11,0.00039952709016438171,1.2613389264819294e-13,2,8,true,true,NVIDIA A100-SXM4-80GB,ok,
8192,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,1.4553525915369392,1.5413710880634777e-09,0.24937642011791467,0.44446125095710159,0.69383802283555274,7.3983462430901188e-11,5.3463463835927189e-07,1.277118703495274e-13,4,6,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,8.9120860828086741,5.7205432251746153e-09,0.091611336171627047,4.513991605769843,4.6056032721884552,2.2829438220963435e-10,0.00039889245472627934,1.8193323654200794e-13,2,8,true,true,NVIDIA A100-SXM4-80GB,ok,
16384,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,8.9120860828086741,5.7205432251746153e-09,1.899695591814816,3.511657575890422,5.4113534265197814,2.325534181823003e-10,5.5464066648407433e-07,1.8553889059457509e-13,4,6,true,true,NVIDIA A100-SXM4-80GB,ok,
32768,0.02,fp16,0.001,9.9999999999999998e-13,1000,1000,5,7.3040835559368134e-05,nan,0.62564606294035907,36.854691537749019,37.480338166654107,6.1858086692205173e-10,0.00039853376504491236,2.4177362220122058e-13,2,8,true,true,NVIDIA A100-SXM4-80GB,partial_failed,CUSOLVER_STATUS_INVALID_VALUE
32768,0.02,fp32,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,7.3040835559368134e-05,nan,15.695452155545354,28.359495885018259,44.054948600474745,6.3508640618586395e-10,5.6887064789592973e-07,2.4863474762788005e-13,4,6,true,true,NVIDIA A100-SXM4-80GB,partial_failed,CUSOLVER_STATUS_INVALID_VALUE
