method,exit_code,status,requested_k,returned_k,basis_cols,iterations,matvecs,solve_time_sec,solve_time_source,max_relative_eigen_residual,max_relative_eigen_residual_index,relative_fixed_point_residual,best_so_far_updated,best_so_far_step,best_so_far_source,best_so_far_max_residual,final_returned_from_best_so_far,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,cluster_aware_accept_enabled,soft_cluster_locking_enabled,gap28_29,relative_gap28_29,cluster_residual_fro,cluster_residual_max,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count,passed_relative_threshold,result_dir,log_dir
IPT_block_active_selective_Davidson,0,success,30,30,81,200,,5.893601e+00,ipt_log_solve_field,8.5717143208238703e-13,28,6.9657984810858729,1,39,davidson_continuation,8.5717143208238703e-13,0,8.5681815852065342e-13,8.2423171962556663e-13,1,39,1,12,0,1,1,0.0108856758059801,0.00027894894764951772,nan,nan,inactive,inactive,0,0,1,/fs1/home/nudt_liujie/ftt/IPT_C_GPU/results/sparse/CH4_K30_debug/ipt_vs_primme_k30_v1/cluster_fix_auto_legacy_force_gpu_20260706_retry/ipt_block_active_davidson,/fs1/home/nudt_liujie/ftt/IPT_C_GPU/logs/sparse/CH4_K30_dubug/ipt_vs_primme_k30_v1/cluster_fix_auto_legacy_force_gpu_20260706_retry/ipt_block_active_davidson
PRIMME_JDQMR_ETol,0,success,30,30,,62,3829,8.1261492907069623,primme_timing_csv_solve_time_sec,4.369475085574552e-13,26,,,,,,,,,,,,,,,,,,,,,,,,1,/fs1/home/nudt_liujie/ftt/IPT_C_GPU/results/sparse/CH4_K30_debug/ipt_vs_primme_k30_v1/cluster_fix_auto_legacy_force_gpu_20260706_retry/primme_jdqmr_etol,/fs1/home/nudt_liujie/ftt/IPT_C_GPU/logs/sparse/CH4_K30_dubug/ipt_vs_primme_k30_v1/cluster_fix_auto_legacy_force_gpu_20260706_retry/primme_jdqmr_etol
