N,epsilon,method,tf32_tol,fp64_tol,tf32_maxiter,fp64_maxiter,repeats,time_tf32_initial_sec,time_fp64_refine_sec,time_finalization_sec,time_mixed_total_sec,absolute_residual,fp64_max_residual,tf32_fixed_point_residual,fp64_fixed_point_residual,tf32_iterations,fp64_iterations,tf32_f_calls,fp64_f_calls,tf32_converged,fp64_converged,gpu_name,status,error
4096,0.059999999999999998,acx_mixed_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.016120999585837126,0.15824522078037262,0.0071760949678719042,0.17436648970469831,3.8794704407457916e-11,1.3591491968164217e-10,3.208233314135425e-07,1.195349814378482e-13,3,4,6,8,1,1,NVIDIA A100-SXM4-80GB,ok,
8192,0.059999999999999998,acx_mixed_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.063612310029566285,1.0722759414464236,0.058100441098213197,1.1358885203488172,1.940037450137311e-09,7.2778841339480269e-09,3.2596553384901548e-07,8.378957315875373e-13,3,4,6,8,1,1,NVIDIA A100-SXM4-80GB,ok,
16384,0.059999999999999998,acx_mixed_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.46275821579620241,7.2292844787240025,0.48430260028690097,7.6920430405065421,4.5281388930279284e-09,1.547411761577105e-08,3.1616680809536074e-07,9.7905314126736537e-13,3,4,6,8,1,1,NVIDIA A100-SXM4-80GB,ok,
