davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00074430104150612715,2.6338372447494491e-05,1,35,2.6338372447494491e-05,29,2.7500863287270468e-12,2.6338372447494491e-05,1.4876988529977098e-14,0
1,28,2.0434363542567386e-11,2.7500863287270468e-12,1,35,2.6338372447494491e-05,29,2.7500863287270468e-12,2.6338372447494491e-05,1.4876988529977098e-14,0
2,29,2.6338372447494491e-05,9.7771583395421476e-06,1,37,9.7771583395421476e-06,29,2.0171378397700853e-12,9.7771583395421476e-06,1.3988810110276972e-14,0
2,28,2.7500863287270468e-12,2.0171378397700853e-12,1,37,9.7771583395421476e-06,29,2.0171378397700853e-12,9.7771583395421476e-06,1.3988810110276972e-14,0
3,29,9.7771583395421476e-06,5.0415343270653482e-06,1,39,5.0415343270653482e-06,29,3.5206228406457218e-12,5.0415343270653482e-06,1.0880185641326534e-14,0
3,28,2.0171378397700853e-12,3.5206228406457218e-12,1,39,5.0415343270653482e-06,29,3.5206228406457218e-12,5.0415343270653482e-06,1.0880185641326534e-14,0
4,29,5.0415343270653482e-06,3.4771472042917104e-06,1,41,3.4771472042917104e-06,29,2.8692908824807572e-12,3.4771472042917104e-06,1.4876988529977098e-14,0
4,28,3.5206228406457218e-12,2.8692908824807572e-12,1,41,3.4771472042917104e-06,29,2.8692908824807572e-12,3.4771472042917104e-06,1.4876988529977098e-14,0
5,29,3.4771472042917104e-06,3.6794335486197495e-06,0,41,3.4771472042917104e-06,29,2.8692908824807572e-12,3.4771472042917104e-06,1.4876988529977098e-14,0
5,28,2.8692908824807572e-12,1.670025011202958e-12,0,41,3.4771472042917104e-06,29,2.8692908824807572e-12,3.4771472042917104e-06,1.4876988529977098e-14,0
31,28,2.8692908824807572e-12,1.6701231425173455e-12,0,41,3.4771472042917104e-06,29,2.8692908824807572e-12,3.4771472042917104e-06,1.4876988529977098e-14,0
31,29,3.4771472042917104e-06,3.6794335492575144e-06,0,41,3.4771472042917104e-06,29,2.8692908824807572e-12,3.4771472042917104e-06,1.4876988529977098e-14,0
