davidson_step,pair_index,residual,selected_by_residual,selected_forced,skipped_converged,skipped_active_tol,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00074430104150612715,1,0,0,0,0,0,0.039758724251414988,0.039513539818554294
1,28,2.0434363542567386e-11,1,0,0,0,0,0,1.0964114549793872e-09,9.3946205846989749e-10
2,29,2.6338372447494491e-05,1,0,0,0,0,0,0.0043767065279968244,0.0033119485849266435
2,28,2.7500863287270468e-12,1,0,0,0,0,0,1.490441212076264e-10,1.3701263459061503e-10
3,29,9.7771583395421476e-06,1,0,0,0,0,0,0.00051891906854266607,0.00037313884615380649
3,28,2.0171378397700853e-12,1,0,0,0,0,0,2.4821558114533842e-10,1.9413300591251505e-10
4,29,5.0415343270653482e-06,1,0,0,0,0,0,0.00021460391535599595,0.00020020205182119492
4,28,3.5206228406457218e-12,1,0,0,0,0,0,2.1655930755114475e-10,1.4462816919339252e-10
5,29,3.4771472042917104e-06,1,0,0,0,0,0,0.00016654666873709847,0.00015261797549412712
5,28,2.8692908824807572e-12,1,0,0,0,0,0,1.4199046090584022e-10,1.1223502788262452e-10
31,28,2.8692908824807572e-12,0,1,0,0,0,0,1.4199046090584022e-10,1.1229448576973566e-10
31,29,3.4771472042917104e-06,0,1,0,0,0,0,0.00016654666873709847,0.00015253716705285932
