repeat,status,returned_k,solve_time_sec,outer_iterations,matvecs,max_relative_eigen_residual,max_relative_eigen_residual_index,passed_relative_threshold
1,0,30,11.100098632741719,61,3793,4.8195207999870643e-13,12,1
