repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600656,4.0541829365254907e-13,0.99999999999999967
1,1,-39.587783846039791,1.6234344810739772e-13,0.99999999999999933
1,2,-39.530151400183087,2.5591123170476957e-13,1.0000000000000044
1,3,-39.530151400183001,3.0327067509245133e-13,1.0000000000000027
1,4,-39.530151400182952,2.7421588214279633e-13,0.99999999999999845
1,5,-39.412585414388715,3.1502607238352435e-13,1.0000000000000047
1,6,-39.41258541438858,2.2616478819762881e-13,0.99999999999999578
1,7,-39.402524307527763,8.6471832805044678e-14,0.99999999999999889
1,8,-39.402524307527742,1.9954548511114615e-13,0.999999999999998
1,9,-39.402524307527678,1.6059766488834505e-14,0.99999999999999944
1,10,-39.376663783891715,4.0743376975508191e-13,1.0000000000000016
1,11,-39.376663783891594,3.9524168221816775e-13,1.0000000000000013
1,12,-39.376663783891587,4.8195207999870643e-13,0.99999999999999656
1,13,-39.367701470295465,2.1914558459295061e-13,0.99999999999999956
1,14,-39.367701470295422,2.8560274940406659e-13,1.0000000000000024
1,15,-39.364323150450133,3.4739463666254637e-13,0.99999999999999878
1,16,-39.364323150450041,2.4864611513756003e-13,0.99999999999999678
1,17,-39.364323150449948,3.9635712757900531e-13,0.99999999999999289
1,18,-39.312786707793286,4.1282003809473975e-13,1.000000000000002
1,19,-39.312786707793236,1.1986301816492131e-13,1.0000000000000022
1,20,-39.312786707793158,4.074551226034303e-13,0.99999999999999556
1,21,-39.290219883813187,2.5561218191014264e-13,0.99999999999999878
1,22,-39.290219883813123,4.0409546513760051e-13,1.000000000000002
1,23,-39.290219883813087,9.0525976600672279e-14,1.0000000000000029
1,24,-39.176458439526158,2.8535970816701378e-13,1.0000000000000064
1,25,-39.059902131173622,3.3484598384951341e-13,0.99999999999999833
1,26,-39.059902131173466,4.7401164876051e-13,1.000000000000002
1,27,-39.059902131173359,3.6867535555899374e-13,1.0000000000000009
1,28,-39.023899884567093,2.856762449205206e-13,1.0000000000000049
1,29,-39.013014208760943,2.6686439330926384e-13,1.0000000000000004
