method,repeat,requested_k,basis_cols,returned_k,iterations,status,time_total_sec,max_relative_eigen_residual,max_relative_eigen_residual_index,relative_fixed_point_residual
IPT_CUDA_BLOCK_CLUSTER,1,30,31,30,500,failed,7.811414703988703,0.025124195565173847,28,5.1359474557883278
