davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00074552146025358814,0,0,1,0,0,0,0.039385084857481725,0.038750857369933195
1,28,1.6148605049555608e-10,0,0,1,0,0,0,8.5092970897650898e-09,7.849647914055062e-09
2,29,7.057147336606359e-05,0,0,1,0,0,0,0.0044224582710562918,0.0038212499316812305
2,28,2.5392076369750443e-11,0,0,1,0,0,0,1.4908447873613261e-09,1.0843215349775999e-09
3,29,2.5549462389096794e-05,0,0,1,0,0,0,0.0021041315376479348,0.0014040090495365592
3,28,8.9396147462599909e-12,0,0,1,0,0,0,5.1556664576385999e-10,3.4238480453648129e-10
4,29,1.0645424820726229e-05,0,0,1,0,0,0,0.0008151888075895148,0.00051851182422310094
4,28,4.8069942806386163e-12,0,0,1,0,0,0,3.9204123098934857e-10,1.9242342370052128e-10
5,29,8.760055990560591e-06,0,0,1,0,0,0,0.00037801201947852675,0.00028786772336147226
5,28,3.3155427461896674e-12,0,0,1,0,0,0,1.7984536216828755e-10,1.0787804251131149e-10
6,29,7.6434602481614999e-06,0,0,1,0,0,0,0.00028141438913759548,0.00024352571135953662
6,28,1.5929308763310447e-12,0,0,1,0,0,0,1.0054067615078285e-10,7.4568702070147056e-11
7,29,6.8621318391954883e-06,0,0,1,0,0,0,0.00030481871177803879,0.00021653831558211616
7,28,1.0045299620286655e-12,0,0,1,0,0,0,4.5872146650066177e-11,3.3366881363026842e-11
8,28,6.2891475863788626e-13,0,0,1,1,0,0,0,0
8,29,5.3982641580333225e-06,0,0,1,0,0,0,0.00034765647421374727,0.00022632986424866907
9,28,6.5103303725549032e-13,0,0,1,1,0,0,0,0
9,29,3.7277998654934144e-06,0,0,1,0,0,0,0.00028285876703154579,0.00015277371089533379
10,28,6.3757183367131853e-13,0,0,1,1,0,0,0,0
10,29,2.2566913733977377e-06,0,0,1,0,0,0,0.00014941627284391603,8.3722704089416635e-05
11,28,6.2251842969525725e-13,0,0,1,1,0,0,0,0
11,29,1.306179583295172e-06,0,0,1,0,0,0,6.1321756500862392e-05,3.7323931809211173e-05
12,28,5.8829534941273051e-13,0,0,1,1,0,0,0,0
12,29,7.6561599550403196e-07,0,0,1,0,0,0,3.1189932252216845e-05,2.2758857133472215e-05
13,28,5.4339263980660089e-13,0,0,1,1,0,0,0,0
13,29,4.6249827586404815e-07,0,0,1,0,0,0,1.6763574060216615e-05,1.4811086029854631e-05
14,28,4.6841953498074205e-13,0,0,1,1,0,0,0,0
14,29,2.5295899884709502e-07,0,0,1,0,0,0,8.7628802707703182e-06,7.7898261853672844e-06
15,28,4.1847031038358385e-13,0,0,1,1,0,0,0,0
