davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
1,29,0.00074552146025358814,7.057147336606359e-05,1,35,7.057147336606359e-05,29,2.5392076369750443e-11,7.057147336606359e-05,1.354472090042691e-14,0,1,1,7.057147336606359e-05,2.5392076369750443e-11,7.057147336606359e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,12,0,0.01149198249495953,0.00029448575178167363,0.00074552146025360559,7.0571473366068158e-05,0.00074552146025358814,7.057147336606359e-05,1.0000000000000104,2.756931151223706e-09,2.7173471388210869e-09,0.99977781772990404,0,active,active,0,0
1,28,1.6148605049555608e-10,2.5392076369750443e-11,1,35,7.057147336606359e-05,29,2.5392076369750443e-11,7.057147336606359e-05,1.354472090042691e-14,0,1,1,7.057147336606359e-05,2.5392076369750443e-11,7.057147336606359e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,12,0,0.01149198249495953,0.00029448575178167363,0.00074552146025360559,7.0571473366068158e-05,0.00074552146025358814,7.057147336606359e-05,1.0000000000000104,2.756931151223706e-09,2.7173471388210869e-09,0.99977781772990404,0,active,active,0,0
2,29,7.057147336606359e-05,2.5549462389096794e-05,1,37,2.5549462389096794e-05,29,8.9396147462599909e-12,2.5549462389096794e-05,1.6209256159527285e-14,0,1,2,2.5549462389096794e-05,8.9396147462599909e-12,2.5549462389096794e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,12,0,0.010891790726823558,0.00027910564446509759,7.0571473366068158e-05,2.5549462389098356e-05,7.057147336606359e-05,2.5549462389096794e-05,1.0000000000000129,1.2066891481135175e-10,1.1897334976665262e-10,0.99999703595435985,0,active,active,0,0
2,28,2.5392076369750443e-11,8.9396147462599909e-12,1,37,2.5549462389096794e-05,29,8.9396147462599909e-12,2.5549462389096794e-05,1.6209256159527285e-14,0,1,2,2.5549462389096794e-05,8.9396147462599909e-12,2.5549462389096794e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,12,0,0.010891790726823558,0.00027910564446509759,7.0571473366068158e-05,2.5549462389098356e-05,7.057147336606359e-05,2.5549462389096794e-05,1.0000000000000129,1.2066891481135175e-10,1.1897334976665262e-10,0.99999703595435985,0,active,active,0,0
3,29,2.5549462389096794e-05,1.0645424820726229e-05,1,39,1.0645424820726229e-05,29,4.8069942806386163e-12,1.0645424820726229e-05,1.5987211554602254e-14,0,1,3,1.0645424820726229e-05,4.8069942806386163e-12,1.0645424820726229e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,3,0,12,0,0.010886937703403987,0.00027898128417732699,2.5549462389098356e-05,1.0645424820727315e-05,2.5549462389096794e-05,1.0645424820726229e-05,1.000000000000016,1.4593652866654624e-11,1.3634208139788449e-11,0.9999989871870324,0,active,active,0,0
3,28,8.9396147462599909e-12,4.8069942806386163e-12,1,39,1.0645424820726229e-05,29,4.8069942806386163e-12,1.0645424820726229e-05,1.5987211554602254e-14,0,1,3,1.0645424820726229e-05,4.8069942806386163e-12,1.0645424820726229e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,3,0,12,0,0.010886937703403987,0.00027898128417732699,2.5549462389098356e-05,1.0645424820727315e-05,2.5549462389096794e-05,1.0645424820726229e-05,1.000000000000016,1.4593652866654624e-11,1.3634208139788449e-11,0.9999989871870324,0,active,active,0,0
4,29,1.0645424820726229e-05,8.760055990560591e-06,1,41,8.760055990560591e-06,29,3.3155427461896674e-12,8.760055990560591e-06,1.4876988529977098e-14,0,1,4,8.760055990560591e-06,3.3155427461896674e-12,8.760055990560591e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,4,0,12,0,0.010886326224365916,0.00027896561483008387,1.0645424820727315e-05,8.7600559905612178e-06,1.0645424820726229e-05,8.760055990560591e-06,1.000000000000012,4.1279440970039238e-12,4.0998516388374431e-12,0.99999980702734825,0,active,active,0,0
4,28,4.8069942806386163e-12,3.3155427461896674e-12,1,41,8.760055990560591e-06,29,3.3155427461896674e-12,8.760055990560591e-06,1.4876988529977098e-14,0,1,4,8.760055990560591e-06,3.3155427461896674e-12,8.760055990560591e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,4,0,12,0,0.010886326224365916,0.00027896561483008387,1.0645424820727315e-05,8.7600559905612178e-06,1.0645424820726229e-05,8.760055990560591e-06,1.000000000000012,4.1279440970039238e-12,4.0998516388374431e-12,0.99999980702734825,0,active,active,0,0
5,29,8.760055990560591e-06,7.6434602481614999e-06,1,43,7.6434602481614999e-06,29,1.5929308763310447e-12,7.6434602481614999e-06,1.6209256159527285e-14,0,1,5,7.6434602481614999e-06,1.5929308763310447e-12,7.6434602481614999e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,5,0,12,0,0.010886128468754919,0.00027896054727887589,8.7600559905612178e-06,7.6434602481616659e-06,8.760055990560591e-06,7.6434602481614999e-06,1.000000000000014,1.3516357403982551e-12,1.6768067517065414e-12,0.99999924497506232,0,active,active,0,0
5,28,3.3155427461896674e-12,1.5929308763310447e-12,1,43,7.6434602481614999e-06,29,1.5929308763310447e-12,7.6434602481614999e-06,1.6209256159527285e-14,0,1,5,7.6434602481614999e-06,1.5929308763310447e-12,7.6434602481614999e-06,1,1,1,1,global_ok+active_ok,0,1,3e-09,5,0,12,0,0.010886128468754919,0.00027896054727887589,8.7600559905612178e-06,7.6434602481616659e-06,8.760055990560591e-06,7.6434602481614999e-06,1.000000000000014,1.3516357403982551e-12,1.6768067517065414e-12,0.99999924497506232,0,active,active,0,0
