davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00089537751724333328,0.00010353415900333325,1,34,0.00010353415900333325,29,3.4739439890791791e-11,0.00010353415900333325,1.2212453270876722e-14,0
2,29,0.00010353415900333325,3.3543752827268373e-05,1,35,3.3543752827268373e-05,29,2.8928050917215754e-11,3.3543752827268373e-05,1.5099033134902129e-14,0
3,29,3.3543752827268373e-05,1.4939467922263945e-05,1,36,1.4939467922263945e-05,29,2.8986897147225341e-11,1.4939467922263945e-05,1.2434497875801753e-14,0
4,29,1.4939467922263945e-05,8.4160407848648368e-06,1,37,8.4160407848648368e-06,29,2.7655450293867947e-11,8.4160407848648368e-06,1.3100631690576847e-14,0
5,29,8.4160407848648368e-06,5.1512020772142287e-06,1,38,5.1512020772142287e-06,29,2.7693656051721391e-11,5.1512020772142287e-06,1.5543122344752192e-14,0
6,29,5.1512020772142287e-06,3.2058928829308963e-06,1,39,3.2058928829308963e-06,29,2.7280711876769869e-11,3.2058928829308963e-06,1.354472090042691e-14,0
7,29,3.2058928829308963e-06,2.8352407530340375e-06,1,40,2.8352407530340375e-06,29,2.6151379141246469e-11,2.8352407530340375e-06,1.3100631690576847e-14,0
8,29,2.8352407530340375e-06,2.6291502769726846e-06,1,41,2.6291502769726846e-06,29,2.616282346672068e-11,2.6291502769726846e-06,1.2656542480726785e-14,0
9,29,2.6291502769726846e-06,2.3610580888427107e-06,1,42,2.3610580888427107e-06,29,2.6102097386483434e-11,2.3610580888427107e-06,1.6431300764452317e-14,0
10,29,2.3610580888427107e-06,1.4963240890893298e-06,1,43,1.4963240890893298e-06,29,2.6102494702884736e-11,1.4963240890893298e-06,1.6875389974302379e-14,0
11,29,1.4963240890893298e-06,9.8708394339675249e-07,1,44,9.8708394339675249e-07,29,2.5249986541482589e-11,9.8708394339675249e-07,1.4432899320127035e-14,0
12,29,9.8708394339675249e-07,8.3924262554108844e-07,1,45,8.3924262554108844e-07,29,2.3854267124247803e-11,8.3924262554108844e-07,1.532107773982716e-14,0
13,29,8.3924262554108844e-07,6.8813300155315623e-07,1,46,6.8813300155315623e-07,29,2.3473856657110392e-11,6.8813300155315623e-07,1.4654943925052066e-14,0
14,29,6.8813300155315623e-07,4.2575996023090603e-07,1,47,4.2575996023090603e-07,29,2.3450765068410838e-11,4.2575996023090603e-07,1.3100631690576847e-14,0
15,29,4.2575996023090603e-07,2.2369701123241156e-07,1,48,2.2369701123241156e-07,29,2.3358558950439634e-11,2.2369701123241156e-07,1.3988810110276972e-14,0
16,29,2.2369701123241156e-07,1.0233804396505495e-07,1,49,1.0233804396505495e-07,29,2.3238318742961319e-11,1.0233804396505495e-07,1.5543122344752192e-14,0
17,29,1.0233804396505495e-07,5.2072878883468804e-08,1,50,5.2072878883468804e-08,29,2.3232773515318876e-11,5.2072878883468804e-08,1.1990408665951691e-14,0
18,29,5.2072878883468804e-08,2.9698709433238142e-08,1,51,2.9698709433238142e-08,29,2.3159988103177417e-11,2.9698709433238142e-08,1.1324274851176597e-14,0
19,29,2.9698709433238142e-08,2.1445343614148115e-08,1,52,2.1445343614148115e-08,29,2.3142105863994151e-11,2.1445343614148115e-08,1.4210854715202004e-14,0
20,29,2.1445343614148115e-08,1.1945059833870167e-08,1,35,1.1945059833870167e-08,29,2.2865069710430578e-11,1.1945059833870167e-08,1.4210854715202004e-14,1
21,29,1.1945059833870167e-08,7.1134942283767164e-09,1,36,7.1134942283767164e-09,29,2.088433104436355e-11,7.1134942283767164e-09,1.3100631690576847e-14,0
22,29,7.1134942283767164e-09,3.90371456342563e-09,1,37,3.90371456342563e-09,29,1.7951917673960579e-11,3.90371456342563e-09,1.4210854715202004e-14,0
23,29,3.90371456342563e-09,1.7749685757608569e-09,1,38,1.7749685757608569e-09,29,1.5992239201506433e-11,1.7749685757608569e-09,1.3322676295501878e-14,0
24,29,1.7749685757608569e-09,1.007690060344252e-09,1,39,1.007690060344252e-09,29,1.5952805249708538e-11,1.007690060344252e-09,1.4432899320127035e-14,0
25,29,1.007690060344252e-09,5.597326093445355e-10,1,40,5.597326093445355e-10,29,1.5310924086163741e-11,5.597326093445355e-10,1.2878587085651816e-14,0
26,29,5.597326093445355e-10,2.8051436803632702e-10,1,41,2.8051436803632702e-10,29,1.4915845116255593e-11,2.8051436803632702e-10,1.7541523789077473e-14,0
27,29,2.8051436803632702e-10,1.6592342187288894e-10,1,42,1.6592342187288894e-10,29,1.4974673316878227e-11,1.6592342187288894e-10,1.9095836023552692e-14,0
