davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00098256321488369427,3.6605357541399962e-05,1,35,3.6605357541399962e-05,29,1.6116238116340764e-11,3.6605357541399962e-05,1.4654943925052066e-14,0
1,28,2.1340639557697048e-10,1.6116238116340764e-11,1,35,3.6605357541399962e-05,29,1.6116238116340764e-11,3.6605357541399962e-05,1.4654943925052066e-14,0
2,29,3.6605357541399962e-05,2.0027787298814016e-05,1,37,2.0027787298814016e-05,29,9.6919498472763984e-12,2.0027787298814016e-05,1.5543122344752192e-14,0
2,28,1.6116238116340764e-11,9.6919498472763984e-12,1,37,2.0027787298814016e-05,29,9.6919498472763984e-12,2.0027787298814016e-05,1.5543122344752192e-14,0
3,29,2.0027787298814016e-05,1.3579172366769744e-05,1,39,1.3579172366769744e-05,29,9.3329577600645696e-12,1.3579172366769744e-05,1.5987211554602254e-14,0
3,28,9.6919498472763984e-12,9.3329577600645696e-12,1,39,1.3579172366769744e-05,29,9.3329577600645696e-12,1.3579172366769744e-05,1.5987211554602254e-14,0
4,29,1.3579172366769744e-05,9.1671719026824951e-06,1,41,9.1671719026824951e-06,29,1.1712940850049877e-11,9.1671719026824951e-06,1.4432899320127035e-14,0
4,28,9.3329577600645696e-12,1.1712940850049877e-11,1,41,9.1671719026824951e-06,29,1.1712940850049877e-11,9.1671719026824951e-06,1.4432899320127035e-14,0
5,29,9.1671719026824951e-06,5.7726143201008095e-06,1,43,5.7726143201008095e-06,29,9.6743308732932442e-12,5.7726143201008095e-06,1.5099033134902129e-14,0
5,28,1.1712940850049877e-11,9.6743308732932442e-12,1,43,5.7726143201008095e-06,29,9.6743308732932442e-12,5.7726143201008095e-06,1.5099033134902129e-14,0
6,29,5.7726143201008095e-06,3.2220824477074919e-06,1,45,3.2220824477074919e-06,29,6.9634910885871404e-12,3.2220824477074919e-06,1.5987211554602254e-14,0
6,28,9.6743308732932442e-12,6.9634910885871404e-12,1,45,3.2220824477074919e-06,29,6.9634910885871404e-12,3.2220824477074919e-06,1.5987211554602254e-14,0
7,29,3.2220824477074919e-06,1.9955637727618882e-06,1,47,1.9955637727618882e-06,29,3.9185030979325102e-12,1.9955637727618882e-06,1.5987211554602254e-14,0
7,28,6.9634910885871404e-12,3.9185030979325102e-12,1,47,1.9955637727618882e-06,29,3.9185030979325102e-12,1.9955637727618882e-06,1.5987211554602254e-14,0
8,29,1.9955637727618882e-06,1.4383628202087399e-06,1,49,1.4383628202087399e-06,29,2.1046499924204886e-12,1.4383628202087399e-06,1.5987211554602254e-14,0
8,28,3.9185030979325102e-12,2.1046499924204886e-12,1,49,1.4383628202087399e-06,29,2.1046499924204886e-12,1.4383628202087399e-06,1.5987211554602254e-14,0
9,29,1.4383628202087399e-06,9.6273941853257637e-07,1,51,9.6273941853257637e-07,29,1.4102908842533092e-12,9.6273941853257637e-07,1.5987211554602254e-14,0
9,28,2.1046499924204886e-12,1.4102908842533092e-12,1,51,9.6273941853257637e-07,29,1.4102908842533092e-12,9.6273941853257637e-07,1.5987211554602254e-14,0
10,29,9.6273941853257637e-07,7.0702575545344311e-07,1,35,7.0702575545344311e-07,29,8.6118215818372724e-13,7.0702575545344311e-07,1.6209256159527285e-14,1
10,28,1.4102908842533092e-12,8.6118215818372724e-13,1,35,7.0702575545344311e-07,29,8.6118215818372724e-13,7.0702575545344311e-07,1.6209256159527285e-14,1
11,29,7.0702575545344311e-07,3.9744519183114216e-07,1,37,3.9744519183114216e-07,29,4.5708698785568655e-13,3.9744519183114216e-07,1.5765166949677223e-14,0
11,28,8.6118215818372724e-13,4.5708698785568655e-13,1,37,3.9744519183114216e-07,29,4.5708698785568655e-13,3.9744519183114216e-07,1.5765166949677223e-14,0
12,29,3.9744519183114216e-07,2.7804446847587219e-07,1,39,2.7804446847587219e-07,29,3.6728810972956287e-13,2.7804446847587219e-07,1.7319479184152442e-14,0
12,28,4.5708698785568655e-13,3.6728810972956287e-13,1,39,2.7804446847587219e-07,29,3.6728810972956287e-13,2.7804446847587219e-07,1.7319479184152442e-14,0
13,29,2.7804446847587219e-07,1.9533985375390294e-07,1,41,1.9533985375390294e-07,29,3.0610270705404785e-13,1.9533985375390294e-07,1.7763568394002505e-14,0
13,28,3.6728810972956287e-13,3.0610270705404785e-13,1,41,1.9533985375390294e-07,29,3.0610270705404785e-13,1.9533985375390294e-07,1.7763568394002505e-14,0
14,29,1.9533985375390294e-07,1.4661371110434115e-07,1,43,1.4661371110434115e-07,29,1.7515850566518147e-13,1.4661371110434115e-07,1.5543122344752192e-14,0
14,28,3.0610270705404785e-13,1.7515850566518147e-13,1,43,1.4661371110434115e-07,29,1.7515850566518147e-13,1.4661371110434115e-07,1.5543122344752192e-14,0
15,29,1.4661371110434115e-07,9.4753444290558437e-08,1,45,9.4753444290558437e-08,29,9.3874408465536503e-14,9.4753444290558437e-08,2.19824158875781e-14,0
15,28,1.7515850566518147e-13,9.3874408465536503e-14,1,45,9.4753444290558437e-08,29,9.3874408465536503e-14,9.4753444290558437e-08,2.19824158875781e-14,0
16,29,9.4753444290558437e-08,5.8576602991748799e-08,1,46,5.8576602991748799e-08,29,8.5466009849768963e-14,5.8576602991748799e-08,1.5987211554602254e-14,0
17,29,5.8576602991748799e-08,3.9537432868445885e-08,1,47,3.9537432868445885e-08,29,8.4671245310087518e-14,3.9537432868445885e-08,1.5765166949677223e-14,0
18,29,3.9537432868445885e-08,2.7283008426269539e-08,1,48,2.7283008426269539e-08,29,8.3714038390099211e-14,2.7283008426269539e-08,1.5765166949677223e-14,0
19,29,2.7283008426269539e-08,1.8014986349862795e-08,1,49,1.8014986349862795e-08,29,8.3430863275254718e-14,1.8014986349862795e-08,1.5099033134902129e-14,0
20,29,1.8014986349862795e-08,1.2605416141157893e-08,1,50,1.2605416141157893e-08,29,8.0871040482233829e-14,1.2605416141157893e-08,1.5987211554602254e-14,0
21,29,1.2605416141157893e-08,8.983214038550298e-09,1,51,8.983214038550298e-09,29,8.0924883640030868e-14,8.983214038550298e-09,1.5987211554602254e-14,0
22,29,8.983214038550298e-09,5.1126897986265481e-09,1,52,5.1126897986265481e-09,29,8.113947018583733e-14,5.1126897986265481e-09,1.5543122344752192e-14,0
23,29,5.1126897986265481e-09,2.5493653863734377e-09,1,53,2.5493653863734377e-09,29,8.1273705770744303e-14,2.5493653863734377e-09,1.7319479184152442e-14,0
24,29,2.5493653863734377e-09,1.2183497880787572e-09,1,54,1.2183497880787572e-09,29,8.2652063833119531e-14,1.2183497880787572e-09,1.3988810110276972e-14,0
25,29,1.2183497880787572e-09,8.6271303748484341e-10,1,35,8.6271303748484341e-10,29,8.2492944358453798e-14,8.6271303748484341e-10,1.5543122344752192e-14,1
26,29,8.6271303748484341e-10,5.2336221036139227e-10,1,36,5.2336221036139227e-10,29,7.9074497794437485e-14,5.2336221036139227e-10,1.5099033134902129e-14,0
27,29,5.2336221036139227e-10,4.2442987937390812e-10,1,37,4.2442987937390812e-10,29,7.9397242743109092e-14,4.2442987937390812e-10,1.4210854715202004e-14,0
28,29,4.2442987937390812e-10,2.541545683702037e-10,1,38,2.541545683702037e-10,29,8.021420660320872e-14,2.541545683702037e-10,1.3322676295501878e-14,0
29,29,2.541545683702037e-10,1.4230075942216806e-10,1,39,1.4230075942216806e-10,29,8.0699223991543702e-14,1.4230075942216806e-10,1.4876988529977098e-14,0
30,29,1.4230075942216806e-10,7.9880400531035191e-11,1,40,7.9880400531035191e-11,29,8.0252630459376745e-14,7.9880400531035191e-11,1.532107773982716e-14,0
31,29,7.9880400531035191e-11,4.2102788427252211e-11,1,41,4.2102788427252211e-11,29,7.7128294037421567e-14,4.2102788427252211e-11,1.6431300764452317e-14,0
32,29,4.2102788427252211e-11,3.2338966447682037e-11,1,42,3.2338966447682037e-11,29,7.7067702751078245e-14,3.2338966447682037e-11,1.5543122344752192e-14,0
33,29,3.2338966447682037e-11,3.0698342958454499e-11,1,43,3.0698342958454499e-11,29,7.743535678290898e-14,3.0698342958454499e-11,1.5543122344752192e-14,0
34,29,3.0698342958454499e-11,2.6115476339856204e-11,1,44,2.6115476339856204e-11,29,7.7469023258684621e-14,2.6115476339856204e-11,1.7319479184152442e-14,0
35,29,2.6115476339856204e-11,2.2065044163770475e-11,1,45,2.2065044163770475e-11,29,7.7148263652290158e-14,2.2065044163770475e-11,1.8429702208777599e-14,0
36,29,2.2065044163770475e-11,1.4797365705936912e-11,1,46,1.4797365705936912e-11,29,7.7291581580907746e-14,1.4797365705936912e-11,2.0983215165415459e-14,0
37,29,1.4797365705936912e-11,9.848181310223675e-12,1,47,9.848181310223675e-12,29,7.6839089942694358e-14,9.848181310223675e-12,1.4876988529977098e-14,0
