davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.0013707453034334498,0.00014510184151228999,1,34,0.00014510184151228999,29,2.1178238403106085e-11,0.00014510184151228999,1.532107773982716e-14,0
2,29,0.00014510184151228999,6.2745038380963321e-05,1,35,6.2745038380963321e-05,29,2.1226627629978983e-11,6.2745038380963321e-05,1.6653345369377348e-14,0
3,29,6.2745038380963321e-05,2.6572902027537746e-05,1,36,2.6572902027537746e-05,29,1.9925913732237066e-11,2.6572902027537746e-05,1.7541523789077473e-14,0
4,29,2.6572902027537746e-05,1.1800374067242927e-05,1,37,1.1800374067242927e-05,29,1.9910076062729033e-11,1.1800374067242927e-05,1.4210854715202004e-14,0
5,29,1.1800374067242927e-05,7.2857537661852054e-06,1,38,7.2857537661852054e-06,29,1.8720315014240255e-11,7.2857537661852054e-06,1.9095836023552692e-14,0
6,29,7.2857537661852054e-06,4.3390603845223652e-06,1,39,4.3390603845223652e-06,29,1.7680536533301894e-11,4.3390603845223652e-06,1.3766765505351941e-14,0
7,29,4.3390603845223652e-06,3.0004350041203198e-06,1,40,3.0004350041203198e-06,29,1.7729325934921499e-11,3.0004350041203198e-06,1.5765166949677223e-14,0
8,29,3.0004350041203198e-06,2.6410391948254707e-06,1,41,2.6410391948254707e-06,29,1.5646861701385214e-11,2.6410391948254707e-06,1.7763568394002505e-14,0
9,29,2.6410391948254707e-06,1.8724564774564248e-06,1,42,1.8724564774564248e-06,29,1.3692732447687921e-11,1.8724564774564248e-06,1.6209256159527285e-14,0
10,29,1.8724564774564248e-06,1.4121725475061526e-06,1,43,1.4121725475061526e-06,29,1.3716419140241456e-11,1.4121725475061526e-06,1.7985612998927536e-14,0
11,29,1.4121725475061526e-06,1.1611635122138872e-06,1,44,1.1611635122138872e-06,29,1.2837866132412581e-11,1.1611635122138872e-06,1.7097434579227411e-14,0
12,29,1.1611635122138872e-06,8.5159769688456025e-07,1,45,8.5159769688456025e-07,29,1.1718865519722704e-11,8.5159769688456025e-07,1.6431300764452317e-14,0
13,29,8.5159769688456025e-07,7.7431758735407025e-07,1,46,7.7431758735407025e-07,29,1.0679459970685285e-11,7.7431758735407025e-07,1.532107773982716e-14,0
14,29,7.7431758735407025e-07,5.923045140929734e-07,1,47,5.923045140929734e-07,29,9.8881620391878185e-12,5.923045140929734e-07,1.3766765505351941e-14,0
15,29,5.923045140929734e-07,3.8221370263478848e-07,1,48,3.8221370263478848e-07,29,9.5514904090653724e-12,3.8221370263478848e-07,1.6653345369377348e-14,0
16,29,3.8221370263478848e-07,2.1012648428365039e-07,1,49,2.1012648428365039e-07,29,9.5201674333240853e-12,2.1012648428365039e-07,1.5543122344752192e-14,0
17,29,2.1012648428365039e-07,1.2568461279395384e-07,1,50,1.2568461279395384e-07,29,9.4579774688305205e-12,1.2568461279395384e-07,1.5099033134902129e-14,0
18,29,1.2568461279395384e-07,7.6539868651959307e-08,1,51,7.6539868651959307e-08,29,9.2474885160684436e-12,7.6539868651959307e-08,1.4432899320127035e-14,0
19,29,7.6539868651959307e-08,4.9044733504553205e-08,1,52,4.9044733504553205e-08,29,9.0796603638595084e-12,4.9044733504553205e-08,1.6209256159527285e-14,0
20,29,4.9044733504553205e-08,3.2066176643736352e-08,1,35,3.2066176643736352e-08,29,9.0632324045627094e-12,3.2066176643736352e-08,1.6875389974302379e-14,1
21,29,3.2066176643736352e-08,1.6219342092796203e-08,1,36,1.6219342092796203e-08,29,8.9920568218914053e-12,1.6219342092796203e-08,1.5099033134902129e-14,0
22,29,1.6219342092796203e-08,9.2915084215162104e-09,1,37,9.2915084215162104e-09,29,8.6086311794820237e-12,9.2915084215162104e-09,1.7097434579227411e-14,0
23,29,9.2915084215162104e-09,5.0254498954525959e-09,1,38,5.0254498954525959e-09,29,8.3647409558433273e-12,5.0254498954525959e-09,1.3988810110276972e-14,0
24,29,5.0254498954525959e-09,2.6567890532667128e-09,1,39,2.6567890532667128e-09,29,8.351024706668949e-12,2.6567890532667128e-09,1.4210854715202004e-14,0
25,29,2.6567890532667128e-09,1.4905742842871181e-09,1,40,1.4905742842871181e-09,29,8.2902624209142141e-12,1.4905742842871181e-09,1.532107773982716e-14,0
26,29,1.4905742842871181e-09,9.8773266994565833e-10,1,41,9.8773266994565833e-10,29,8.2489722054581062e-12,9.8773266994565833e-10,1.6653345369377348e-14,0
27,29,9.8773266994565833e-10,6.4194991801713661e-10,1,42,6.4194991801713661e-10,29,8.2323564081127922e-12,6.4194991801713661e-10,1.5987211554602254e-14,0
28,29,6.4194991801713661e-10,4.8486983813342674e-10,1,43,4.8486983813342674e-10,29,8.0557320149108781e-12,4.8486983813342674e-10,1.6653345369377348e-14,0
29,29,4.8486983813342674e-10,3.8933977703494615e-10,1,44,3.8933977703494615e-10,29,7.7508432759884425e-12,3.8933977703494615e-10,1.5765166949677223e-14,0
