repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600621,4.0538955973720984e-13,1.000000000000002
1,1,-39.587783846039784,1.8408630436176776e-13,0.99999999999999689
1,2,-39.530151400183065,3.2068281239785371e-13,0.99999999999999589
1,3,-39.530151400183044,2.6277320809725474e-13,1.0000000000000002
1,4,-39.530151400182966,2.4947351655482215e-13,0.99999999999999434
1,5,-39.412585414388474,2.6672230389654733e-13,1.0000000000000002
1,6,-39.412585414388438,2.9691541772753246e-13,1.0000000000000027
1,7,-39.402524307527869,3.3791274743917796e-13,0.99999999999999789
1,8,-39.402524307527777,3.3639458933463671e-14,0.999999999999997
1,9,-39.402524307527727,8.1509994528791235e-14,0.99999999999999789
1,10,-39.376663783891765,3.3179628706376208e-13,1.0000000000000071
1,11,-39.376663783891708,3.3596353073673401e-13,1.0000000000000009
1,12,-39.376663783891658,3.1227524201982931e-13,0.99999999999999967
1,13,-39.367701470295415,4.9164336745205319e-13,1.0000000000000009
1,14,-39.367701470295344,1.2983797936519153e-13,1.0000000000000024
1,15,-39.364323150450105,1.4428029276561068e-13,1.0000000000000004
1,16,-39.364323150450019,4.6920778299044628e-13,0.99999999999999623
1,17,-39.364323150449998,2.9788953151939253e-13,1.0000000000000051
1,18,-39.312786707793244,2.8810856503140123e-13,1.0000000000000009
1,19,-39.312786707793229,2.6458391196328555e-13,0.99999999999999956
1,20,-39.312786707793087,1.5387126674516469e-13,0.99999999999999523
1,21,-39.290219883813243,1.4809683594010342e-14,1.0000000000000051
1,22,-39.290219883813151,3.8176681658501119e-13,1.0000000000000016
1,23,-39.290219883813151,1.5002394091985781e-13,0.99999999999999789
1,24,-39.176458439526037,4.4936818060444646e-13,1.0000000000000075
1,25,-39.059902131173565,1.6642579224014103e-13,0.99999999999999156
1,26,-39.059902131173487,1.8871801053905629e-13,0.99999999999999956
1,27,-39.059902131173367,2.1495799803975184e-13,1.0000000000000044
1,28,-39.023899884567243,9.4541369770787313e-14,1.0000000000000071
1,29,-39.013014208760993,4.9640642343580657e-13,0.99999999999999845
