repeat,status,returned_k,solve_time_sec,outer_iterations,matvecs,max_relative_eigen_residual,max_relative_eigen_residual_index,passed_relative_threshold
1,0,30,8.2411285360576585,57,3782,4.9640642343580657e-13,29,1
