davidson_step,pair_index,residual,selected_by_residual,selected_forced,skipped_converged,skipped_active_tol,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00057585686298424073,1,0,0,0,0,0,0.030077248657822617,0.02931755629557058
1,28,4.8055762875258136e-11,1,0,0,0,0,0,2.4668503767800122e-09,2.2002639855134718e-09
2,29,5.894123909780742e-05,1,0,0,0,0,0,0.0039861943854180779,0.0032419743617268762
2,28,1.6573185826964655e-11,1,0,0,0,0,0,9.2471238248288627e-10,7.6963405197761101e-10
3,29,2.5314689671815112e-05,1,0,0,0,0,0,0.0018132906426184439,0.0012487007678179062
3,28,8.9846731368271929e-12,1,0,0,0,0,0,8.4741348961547859e-10,4.58246458615245e-10
4,29,1.2476204873294628e-05,1,0,0,0,0,0,0.00088324799117846589,0.00055459060486588252
4,28,4.4855176406025282e-12,1,0,0,0,0,0,3.074272855842876e-10,1.8198068150995212e-10
5,29,7.5901251230806157e-06,1,0,0,0,0,0,0.00053981523031187896,0.00031281140433583632
5,28,2.0348846532806223e-12,1,0,0,0,0,0,7.2153754858171632e-11,4.7219742702610591e-11
6,29,6.6436838956766821e-06,1,0,0,0,0,0,0.00038190016302050466,0.00024798692924231933
6,28,1.006843348415946e-12,1,0,0,0,0,0,4.7688446652356888e-11,3.2012090738509525e-11
7,29,3.9571334266842575e-06,1,0,0,0,0,0,0.00020156730922001568,0.0001224106385656732
7,28,8.2478468161452687e-13,1,0,0,0,0,0,3.0145217104145153e-11,2.3543935912497107e-11
8,29,1.7243590615671576e-06,1,0,0,0,0,0,8.2208432413971081e-05,5.9298612915412367e-05
8,28,4.5647916774880007e-13,1,0,0,0,0,0,3.924430253081939e-11,2.213223200164241e-11
9,29,7.2820407574870633e-07,1,0,0,0,0,0,3.3432920517711055e-05,2.1651822229813935e-05
9,28,3.3557859341316994e-13,1,0,0,0,0,0,1.6600532398805444e-11,1.1109192500582786e-11
10,29,3.097390866343103e-07,1,0,0,0,0,0,1.3195450445087305e-05,1.0337029320935057e-05
10,25,3.0862586785230644e-13,1,0,0,0,0,0,2.1272614741574577e-11,2.0739672663233311e-11
11,29,1.5398003553079349e-07,1,0,0,0,0,0,5.6794217991302281e-06,4.9883794317774856e-06
11,28,2.9567914642218326e-13,1,0,0,0,0,0,1.6382724696500304e-11,1.3533833498864611e-11
12,29,6.9683598647675579e-08,1,0,0,0,0,0,3.1455916153892178e-06,2.5895420456595891e-06
12,27,2.6374385460890941e-13,1,0,0,0,0,0,1.7211530138677346e-11,1.6747557321846253e-11
13,29,3.9434619785913349e-08,1,0,0,0,0,0,2.3614258148445386e-06,1.8906744107238094e-06
13,28,2.5826712064206627e-13,1,0,0,0,0,0,1.1780316669476015e-11,8.6093968475369831e-12
14,29,2.4633630538645141e-08,1,0,0,0,0,0,1.2237685708534549e-06,9.0329537939048416e-07
14,28,2.5568733958002186e-13,1,0,0,0,0,0,1.4637801730231256e-11,1.0308059809511245e-11
15,29,1.8678136217587528e-08,1,0,0,0,0,0,1.1465883930590631e-06,8.9821479375049344e-07
15,28,2.1311601018219996e-13,1,0,0,0,0,0,1.1155789762403906e-11,6.7335778726806959e-12
16,29,1.5220200596714708e-08,1,0,0,0,0,0,1.1581040205265527e-06,7.6787412414378473e-07
16,26,1.7067408108583984e-13,1,0,0,0,0,0,9.6604070951332065e-12,9.2830721963995837e-12
17,29,1.2908246563528387e-08,1,0,0,0,0,0,1.0108498447631586e-06,6.8011981100167155e-07
17,28,1.2833444538971104e-13,1,0,0,0,0,0,9.1336851511225823e-12,4.3101945930247672e-12
18,29,1.0581601691433344e-08,1,0,0,0,0,0,5.8289112426269928e-07,3.7253283689258562e-07
18,25,1.0976081519920731e-13,1,0,0,0,0,0,5.26214170750962e-12,4.8200804944517681e-12
19,29,5.9601514124368073e-09,1,0,0,0,0,0,2.4115630383423572e-07,1.870268621595462e-07
19,28,1.0229077832836885e-13,1,0,0,0,0,0,5.4587486742937772e-12,3.5448093606987061e-12
20,29,3.3879876431467496e-09,1,0,0,0,0,0,1.7986351810371733e-07,1.2446854806382497e-07
20,26,9.9658680822906387e-14,0,0,1,0,0,0,0,0
20,27,7.8174617567074408e-14,0,0,1,0,0,0,0,0
20,28,7.3023947591615844e-14,0,0,1,0,0,0,0,0
