davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00057585686298424073,5.894123909780742e-05,1,35,5.894123909780742e-05,29,1.6573185826964655e-11,5.894123909780742e-05,1.2212453270876722e-14,0
1,28,4.8055762875258136e-11,1.6573185826964655e-11,1,35,5.894123909780742e-05,29,1.6573185826964655e-11,5.894123909780742e-05,1.2212453270876722e-14,0
2,29,5.894123909780742e-05,2.5314689671815112e-05,1,37,2.5314689671815112e-05,29,8.9846731368271929e-12,2.5314689671815112e-05,1.4432899320127035e-14,0
2,28,1.6573185826964655e-11,8.9846731368271929e-12,1,37,2.5314689671815112e-05,29,8.9846731368271929e-12,2.5314689671815112e-05,1.4432899320127035e-14,0
3,29,2.5314689671815112e-05,1.2476204873294628e-05,1,39,1.2476204873294628e-05,29,4.4855176406025282e-12,1.2476204873294628e-05,1.8984813721090177e-14,0
3,28,8.9846731368271929e-12,4.4855176406025282e-12,1,39,1.2476204873294628e-05,29,4.4855176406025282e-12,1.2476204873294628e-05,1.8984813721090177e-14,0
4,29,1.2476204873294628e-05,7.5901251230806157e-06,1,41,7.5901251230806157e-06,29,2.0348846532806223e-12,7.5901251230806157e-06,1.4543921622589551e-14,0
4,28,4.4855176406025282e-12,2.0348846532806223e-12,1,41,7.5901251230806157e-06,29,2.0348846532806223e-12,7.5901251230806157e-06,1.4543921622589551e-14,0
5,29,7.5901251230806157e-06,6.6436838956766821e-06,1,43,6.6436838956766821e-06,29,1.006843348415946e-12,6.6436838956766821e-06,1.6431300764452317e-14,0
5,28,2.0348846532806223e-12,1.006843348415946e-12,1,43,6.6436838956766821e-06,29,1.006843348415946e-12,6.6436838956766821e-06,1.6431300764452317e-14,0
6,29,6.6436838956766821e-06,3.9571334266842575e-06,1,45,3.9571334266842575e-06,29,8.2478468161452687e-13,3.9571334266842575e-06,1.2212453270876722e-14,0
6,28,1.006843348415946e-12,8.2478468161452687e-13,1,45,3.9571334266842575e-06,29,8.2478468161452687e-13,3.9571334266842575e-06,1.2212453270876722e-14,0
7,29,3.9571334266842575e-06,1.7243590615671576e-06,1,47,1.7243590615671576e-06,29,4.5647916774880007e-13,1.7243590615671576e-06,1.1324274851176597e-14,0
7,28,8.2478468161452687e-13,4.5647916774880007e-13,1,47,1.7243590615671576e-06,29,4.5647916774880007e-13,1.7243590615671576e-06,1.1324274851176597e-14,0
8,29,1.7243590615671576e-06,7.2820407574870633e-07,1,49,7.2820407574870633e-07,29,3.3557859341316994e-13,7.2820407574870633e-07,1.3100631690576847e-14,0
8,28,4.5647916774880007e-13,3.3557859341316994e-13,1,49,7.2820407574870633e-07,29,3.3557859341316994e-13,7.2820407574870633e-07,1.3100631690576847e-14,0
9,29,7.2820407574870633e-07,3.097390866343103e-07,1,51,3.097390866343103e-07,29,2.9730839366371099e-13,3.097390866343103e-07,1.5765166949677223e-14,0
9,28,3.3557859341316994e-13,2.9730839366371099e-13,1,51,3.097390866343103e-07,29,2.9730839366371099e-13,3.097390866343103e-07,1.5765166949677223e-14,0
10,29,3.097390866343103e-07,1.5398003553079349e-07,1,35,1.5398003553079349e-07,29,2.9567914642218326e-13,1.5398003553079349e-07,1.7763568394002505e-14,1
10,25,3.0862586785230644e-13,1.09845582040205e-13,1,35,1.5398003553079349e-07,29,2.9567914642218326e-13,1.5398003553079349e-07,1.7763568394002505e-14,1
11,29,1.5398003553079349e-07,6.9683598647675579e-08,1,37,6.9683598647675579e-08,29,2.5903058953890912e-13,6.9683598647675579e-08,1.5543122344752192e-14,0
11,28,2.9567914642218326e-13,2.5903058953890912e-13,1,37,6.9683598647675579e-08,29,2.5903058953890912e-13,6.9683598647675579e-08,1.5543122344752192e-14,0
12,29,6.9683598647675579e-08,3.9434619785913349e-08,1,39,3.9434619785913349e-08,29,2.5826712064206627e-13,3.9434619785913349e-08,1.3766765505351941e-14,0
12,27,2.6374385460890941e-13,1.0789135865566403e-13,1,39,3.9434619785913349e-08,29,2.5826712064206627e-13,3.9434619785913349e-08,1.3766765505351941e-14,0
13,29,3.9434619785913349e-08,2.4633630538645141e-08,1,41,2.4633630538645141e-08,29,2.5568733958002186e-13,2.4633630538645141e-08,1.4654943925052066e-14,0
13,28,2.5826712064206627e-13,2.5568733958002186e-13,1,41,2.4633630538645141e-08,29,2.5568733958002186e-13,2.4633630538645141e-08,1.4654943925052066e-14,0
14,29,2.4633630538645141e-08,1.8678136217587528e-08,1,43,1.8678136217587528e-08,29,2.1311601018219996e-13,1.8678136217587528e-08,1.6653345369377348e-14,0
14,28,2.5568733958002186e-13,2.1311601018219996e-13,1,43,1.8678136217587528e-08,29,2.1311601018219996e-13,1.8678136217587528e-08,1.6653345369377348e-14,0
15,29,1.8678136217587528e-08,1.5220200596714708e-08,1,45,1.5220200596714708e-08,29,1.4995419636919398e-13,1.5220200596714708e-08,1.7319479184152442e-14,0
15,28,2.1311601018219996e-13,1.4995419636919398e-13,1,45,1.5220200596714708e-08,29,1.4995419636919398e-13,1.5220200596714708e-08,1.7319479184152442e-14,0
16,29,1.5220200596714708e-08,1.2908246563528387e-08,1,47,1.2908246563528387e-08,29,1.2833444538971104e-13,1.2908246563528387e-08,1.5765166949677223e-14,0
16,26,1.7067408108583984e-13,1.2522960234824445e-13,1,47,1.2908246563528387e-08,29,1.2833444538971104e-13,1.2908246563528387e-08,1.5765166949677223e-14,0
