repeat,status,returned_k,solve_time_sec,outer_iterations,matvecs,max_relative_eigen_residual,max_relative_eigen_residual_index,passed_relative_threshold
1,0,30,8.6442365969996899,60,3817,4.9920876406663721e-13,16,1
