repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600656,4.0536985093596378e-13,1.0000000000000016
1,1,-39.587783846039791,2.0305548981571309e-13,0.99999999999999889
1,2,-39.530151400183058,2.774784792180353e-13,0.99999999999999978
1,3,-39.530151400183051,3.1144947083645172e-13,0.99999999999999611
1,4,-39.530151400182952,1.9625475269887987e-13,0.99999999999999889
1,5,-39.412585414388623,4.7531141919148678e-13,1.0000000000000004
1,6,-39.412585414388509,1.5891380486249313e-13,1.0000000000000016
1,7,-39.402524307527763,3.6300330601405244e-13,0.99999999999999989
1,8,-39.402524307527749,5.0218961753094302e-14,0.99999999999999178
1,9,-39.402524307527734,6.230859636694076e-14,0.99999999999999367
1,10,-39.376663783891708,3.7095839128028966e-13,0.99999999999999656
1,11,-39.376663783891701,3.1654410590002135e-13,1.0000000000000013
1,12,-39.376663783891658,2.4138678111805248e-13,1.0000000000000036
1,13,-39.367701470295522,3.2722448479614939e-13,0.99999999999999822
1,14,-39.367701470295479,2.2439060467574361e-13,0.99999999999999822
1,15,-39.364323150450097,3.3060104673776236e-13,1.0000000000000024
1,16,-39.364323150450041,4.5985334814712817e-13,1.0000000000000009
1,17,-39.364323150450005,8.8477607929492338e-14,0.99999999999999545
1,18,-39.312786707793222,1.225398481812215e-13,0.99999999999999833
1,19,-39.312786707793215,2.6777832542338721e-13,0.99999999999999711
1,20,-39.312786707793187,4.1609724816487702e-14,1.0000000000000018
1,21,-39.290219883813144,3.0335794913169851e-13,0.99999999999999778
1,22,-39.290219883813108,1.8986483732670291e-14,0.99999999999999756
1,23,-39.290219883813087,1.8924635012915321e-13,1.0000000000000007
1,24,-39.176458439526066,4.0871536549492989e-13,1.000000000000006
1,25,-39.05990213117353,3.250516370423081e-13,0.99999999999999833
1,26,-39.059902131173438,3.0492729044875984e-13,0.99999999999999756
1,27,-39.059902131173381,1.9752064106533026e-13,0.999999999999999
1,28,-39.023899884567143,3.5161887940062568e-13,1.0000000000000062
1,29,-39.013014208761035,4.9765428248266385e-13,0.99999999999999645
