repeat,status,returned_k,solve_time_sec,outer_iterations,matvecs,max_relative_eigen_residual,max_relative_eigen_residual_index,passed_relative_threshold
1,0,30,11.887793992995284,59,3794,4.8782254708333571e-13,29,1
