davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
1,29,0.00031852557091814745,4.1743146522290831e-05,1,35,4.1743146522290831e-05,29,1.6410910631634621e-11,4.1743146522290831e-05,1.3322676295501878e-14,0,1,1,4.1743146522290831e-05,1.6410910631634621e-11,4.1743146522290831e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,12,0,0.010997430171528322,0.00028181268925091463,0.0003185255709181893,4.1743146522294057e-05,0.00031852557091814745,4.1743146522290831e-05,1.0000000000000113,5.3917014695317447e-10,5.3451254003220668e-10,0.99996261191770219,0,active,active,0,0
1,28,1.6324325485438744e-10,1.6410910631634621e-11,1,35,4.1743146522290831e-05,29,1.6410910631634621e-11,4.1743146522290831e-05,1.3322676295501878e-14,0,1,1,4.1743146522290831e-05,1.6410910631634621e-11,4.1743146522290831e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,12,0,0.010997430171528322,0.00028181268925091463,0.0003185255709181893,4.1743146522294057e-05,0.00031852557091814745,4.1743146522290831e-05,1.0000000000000113,5.3917014695317447e-10,5.3451254003220668e-10,0.99996261191770219,0,active,active,0,0
2,29,4.1743146522290831e-05,2.5426617749660677e-05,1,37,2.5426617749660677e-05,29,1.0529587860612135e-11,2.5426617749660677e-05,1.354472090042691e-14,0,1,2,2.5426617749660677e-05,1.0529587860612135e-11,2.5426617749660677e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,12,0,0.01089068555909023,0.00027907732418607384,4.1743146522294057e-05,2.5426617749662859e-05,4.1743146522290831e-05,2.5426617749660677e-05,1.0000000000000149,7.6866787642388401e-11,7.4720999152979845e-11,0.99999674699532626,0,active,active,0,0
2,28,1.6410910631634621e-11,1.0529587860612135e-11,1,37,2.5426617749660677e-05,29,1.0529587860612135e-11,2.5426617749660677e-05,1.354472090042691e-14,0,1,2,2.5426617749660677e-05,1.0529587860612135e-11,2.5426617749660677e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,12,0,0.01089068555909023,0.00027907732418607384,4.1743146522294057e-05,2.5426617749662859e-05,4.1743146522290831e-05,2.5426617749660677e-05,1.0000000000000149,7.6866787642388401e-11,7.4720999152979845e-11,0.99999674699532626,0,active,active,0,0
3,29,2.5426617749660677e-05,1.6729365147734866e-05,1,39,1.6729365147734866e-05,29,7.9755018789604244e-12,1.6729365147734866e-05,1.0436096431476471e-14,0,1,3,1.6729365147734866e-05,7.9755018789604244e-12,1.6729365147734866e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,3,0,12,0,0.010888065292341764,0.00027901017900693466,2.5426617749662859e-05,1.6729365147736766e-05,2.5426617749660677e-05,1.6729365147734866e-05,1.0000000000000151,3.9160331356657527e-11,3.7767207525690404e-11,0.99999840625817149,0,active,active,0,0
3,28,1.0529587860612135e-11,7.9755018789604244e-12,1,39,1.6729365147734866e-05,29,7.9755018789604244e-12,1.6729365147734866e-05,1.0436096431476471e-14,0,1,3,1.6729365147734866e-05,7.9755018789604244e-12,1.6729365147734866e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,3,0,12,0,0.010888065292341764,0.00027901017900693466,2.5426617749662859e-05,1.6729365147736766e-05,2.5426617749660677e-05,1.6729365147734866e-05,1.0000000000000151,3.9160331356657527e-11,3.7767207525690404e-11,0.99999840625817149,0,active,active,0,0
4,29,1.6729365147734866e-05,1.037749644449149e-05,1,41,1.037749644449149e-05,29,5.803783912721497e-12,1.037749644449149e-05,1.3988810110276972e-14,0,1,4,1.037749644449149e-05,5.803783912721497e-12,1.037749644449149e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,4,0,12,0,0.010886973675859224,0.00027898220598307575,1.6729365147736766e-05,1.0377496444493113e-05,1.6729365147734866e-05,1.037749644449149e-05,1.0000000000000167,1.8986845069026353e-11,1.7548638128349236e-11,0.99999900653410045,0,active,active,0,0
4,28,7.9755018789604244e-12,5.803783912721497e-12,1,41,1.037749644449149e-05,29,5.803783912721497e-12,1.037749644449149e-05,1.3988810110276972e-14,0,1,4,1.037749644449149e-05,5.803783912721497e-12,1.037749644449149e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,4,0,12,0,0.010886973675859224,0.00027898220598307575,1.6729365147736766e-05,1.0377496444493113e-05,1.6729365147734866e-05,1.037749644449149e-05,1.0000000000000167,1.8986845069026353e-11,1.7548638128349236e-11,0.99999900653410045,0,active,active,0,0
5,29,1.037749644449149e-05,1.2147725495949099e-05,0,41,1.037749644449149e-05,29,5.803783912721497e-12,1.037749644449149e-05,1.3988810110276972e-14,0,0,4,1.037749644449149e-05,5.803783912721497e-12,1.037749644449149e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,4,1,12,0,0.010886531786290732,0.00027897088242059744,1.0377496444493113e-05,1.214772549595058e-05,1.037749644449149e-05,1.2147725495949099e-05,1.0000000000000164,1.4277382809890627e-11,1.1215760249721089e-11,0.99999707414710626,0,active,active,0,0
5,28,5.803783912721497e-12,5.9983339493497615e-12,0,41,1.037749644449149e-05,29,5.803783912721497e-12,1.037749644449149e-05,1.3988810110276972e-14,0,0,4,1.037749644449149e-05,5.803783912721497e-12,1.037749644449149e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,4,1,12,0,0.010886531786290732,0.00027897088242059744,1.0377496444493113e-05,1.214772549595058e-05,1.037749644449149e-05,1.2147725495949099e-05,1.0000000000000164,1.4277382809890627e-11,1.1215760249721089e-11,0.99999707414710626,0,active,active,0,0
