davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00031852557091814745,0,0,1,0,0,0,0.017006540471665173,0.016876410668676883
1,28,1.6324325485438744e-10,0,0,1,0,0,0,8.3038326237648302e-09,8.1601485559867579e-09
2,29,4.1743146522290831e-05,0,0,1,0,0,0,0.0038362441498864652,0.0034157937071449471
2,28,1.6410910631634621e-11,0,0,1,0,0,0,1.4624582725640426e-09,1.0047518633493226e-09
3,29,2.5426617749660677e-05,0,0,1,0,0,0,0.0025742567450501479,0.0019316537721504815
3,28,1.0529587860612135e-11,0,0,1,0,0,0,9.5912940132610121e-10,2.1912482713227253e-10
4,29,1.6729365147734866e-05,0,0,1,0,0,0,0.00093795881011408131,0.00066036914545838986
4,28,7.9755018789604244e-12,0,0,1,0,0,0,4.3423127807717578e-10,1.3280655623437091e-10
5,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
5,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
6,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
6,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
7,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
7,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
8,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
8,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
9,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
9,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
10,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
10,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
11,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
11,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
12,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
12,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
13,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
13,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
14,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
14,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
15,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
15,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
16,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
16,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
17,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
17,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
18,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
18,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
19,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
19,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
20,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
20,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
21,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
21,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
22,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
22,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
23,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
23,28,5.803783912721497e-12,0,0,1,0,0,0,2.3481586451610902e-10,1.3440924025439904e-10
24,29,1.037749644449149e-05,0,0,1,0,0,0,0.00055134807803820557,0.00048375478052149545
