davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
31,29;28,0,2,0.00055134807803820557;2.3481586451610902e-10,0.00048375478052149545;1.3440924025439904e-10,1.037749644449149e-05,1.2147725495902331e-05,5.803783912721497e-12,5.9979048226276e-12,1.037749644449149e-05,1.2147725495902331e-05,0,not_improved,41,41,1.3988810110276972e-14,1.5099033134902129e-14,0,4,1.037749644449149e-05,5.803783912721497e-12,1.037749644449149e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,4,27,12,0,0.010886531786290732,0.00027897088242059744,1.0377496444493113e-05,1.2147725495903812e-05,1.037749644449149e-05,1.2147725495902331e-05,1.0000000000000162,1.4917771731454834e-11,1.1856284294921343e-11,0.99999707414710726,0,active,active,0,0
