method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_absolute_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
IPT_CUDA_BLOCK_CLUSTER,30,5.4790751010000003,11.761171183548868,3.9989439359999999,2.2520558369999999,5.3761975099999999,0.102877591,1000,30075,-40.190776252600592,1.3514500832908203,1.0006561444253521,nan,0,,9.9999999999999998e-13,1000
