davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation
6,29,1.3140279097459766e-05,1.0464985592430323e-05,1,45,1.0464985592430323e-05,29,1.360517672666965e-12,1.0464985592430323e-05,1.6431300764452317e-14,0,1,6,1.0464985592430323e-05,1.360517672666965e-12,1.0464985592430323e-05,1,1,1,1,global_ok+active_ok,0,1,1e-08,6,0,12,0
6,28,2.3096397960524398e-12,1.360517672666965e-12,1,45,1.0464985592430323e-05,29,1.360517672666965e-12,1.0464985592430323e-05,1.6431300764452317e-14,0,1,6,1.0464985592430323e-05,1.360517672666965e-12,1.0464985592430323e-05,1,1,1,1,global_ok+active_ok,0,1,1e-08,6,0,12,0
7,29,1.0464985592430323e-05,7.2866978923167959e-06,1,47,7.2866978923167959e-06,29,9.0660297189109831e-13,7.2866978923167959e-06,1.532107773982716e-14,0,1,7,7.2866978923167959e-06,9.0660297189109831e-13,7.2866978923167959e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,7,0,12,0
7,28,1.360517672666965e-12,9.0660297189109831e-13,1,47,7.2866978923167959e-06,29,9.0660297189109831e-13,7.2866978923167959e-06,1.532107773982716e-14,0,1,7,7.2866978923167959e-06,9.0660297189109831e-13,7.2866978923167959e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,7,0,12,0
8,29,7.2866978923167959e-06,4.506670549441262e-06,1,49,4.506670549441262e-06,29,7.0748750264421118e-13,4.506670549441262e-06,1.5765166949677223e-14,0,1,8,4.506670549441262e-06,7.0748750264421118e-13,4.506670549441262e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,8,0,12,0
8,28,9.0660297189109831e-13,7.0748750264421118e-13,1,49,4.506670549441262e-06,29,7.0748750264421118e-13,4.506670549441262e-06,1.5765166949677223e-14,0,1,8,4.506670549441262e-06,7.0748750264421118e-13,4.506670549441262e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,8,0,12,0
9,29,4.506670549441262e-06,3.7274347672065199e-06,1,51,3.7274347672065199e-06,29,2.9093886887401254e-13,3.7274347672065199e-06,1.5987211554602254e-14,0,1,9,3.7274347672065199e-06,2.9093886887401254e-13,3.7274347672065199e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,9,0,12,0
9,28,7.0748750264421118e-13,2.9093886887401254e-13,1,51,3.7274347672065199e-06,29,2.9093886887401254e-13,3.7274347672065199e-06,1.5987211554602254e-14,0,1,9,3.7274347672065199e-06,2.9093886887401254e-13,3.7274347672065199e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,9,0,12,0
10,29,3.7274347672065199e-06,2.682334770732101e-06,1,35,2.682334770732101e-06,29,1.5939660350772377e-13,2.682334770732101e-06,1.5543122344752192e-14,1,1,10,2.682334770732101e-06,1.5939660350772377e-13,2.682334770732101e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,10,0,12,0
10,28,2.9093886887401254e-13,1.5939660350772377e-13,1,35,2.682334770732101e-06,29,1.5939660350772377e-13,2.682334770732101e-06,1.5543122344752192e-14,1,1,10,2.682334770732101e-06,1.5939660350772377e-13,2.682334770732101e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,10,0,12,0
11,29,2.682334770732101e-06,1.4717493768155883e-06,1,37,1.4717493768155883e-06,29,9.6610742137878368e-14,1.4717493768155883e-06,1.5987211554602254e-14,0,1,11,1.4717493768155883e-06,9.6610742137878368e-14,1.4717493768155883e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,11,0,12,0
11,28,1.5939660350772377e-13,9.6610742137878368e-14,1,37,1.4717493768155883e-06,29,9.6610742137878368e-14,1.4717493768155883e-06,1.5987211554602254e-14,0,1,11,1.4717493768155883e-06,9.6610742137878368e-14,1.4717493768155883e-06,1,1,1,1,global_ok+active_ok,0,1,1e-08,11,0,12,0
12,29,1.4717493768155883e-06,8.5750984683266132e-07,1,38,8.5750984683266132e-07,29,9.2879021545360645e-14,8.5750984683266132e-07,1.4654943925052066e-14,0,1,12,8.5750984683266132e-07,9.2879021545360645e-14,8.5750984683266132e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,12,0,12,0
13,29,8.5750984683266132e-07,6.055337380494203e-07,1,39,6.055337380494203e-07,29,9.2626681347596125e-14,6.055337380494203e-07,1.8096635301390052e-14,0,1,13,6.055337380494203e-07,9.2626681347596125e-14,6.055337380494203e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,13,0,12,0
14,29,6.055337380494203e-07,4.7106654324055863e-07,1,40,4.7106654324055863e-07,29,9.289491416923281e-14,4.7106654324055863e-07,1.4654943925052066e-14,0,1,14,4.7106654324055863e-07,9.2626681347596125e-14,4.7106654324055863e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,14,0,12,0
15,29,4.7106654324055863e-07,3.2868445975372584e-07,1,41,3.2868445975372584e-07,29,9.4617890352086829e-14,3.2868445975372584e-07,1.4432899320127035e-14,0,1,15,3.2868445975372584e-07,9.2626681347596125e-14,3.2868445975372584e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,15,0,12,0
16,29,3.2868445975372584e-07,2.0608937727773827e-07,1,42,2.0608937727773827e-07,29,9.3692839758891476e-14,2.0608937727773827e-07,1.5543122344752192e-14,0,1,16,2.0608937727773827e-07,9.2626681347596125e-14,2.0608937727773827e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,16,0,12,0
17,29,2.0608937727773827e-07,1.8293716759720083e-07,1,43,1.8293716759720083e-07,29,9.0874013604903867e-14,1.8293716759720083e-07,2.0317081350640365e-14,0,1,17,1.8293716759720083e-07,9.0874013604903867e-14,1.8293716759720083e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,17,0,12,0
18,29,1.8293716759720083e-07,1.8136545478599497e-07,1,44,1.8136545478599497e-07,29,9.1106140963063194e-14,1.8136545478599497e-07,1.9984014443252818e-14,0,1,18,1.8136545478599497e-07,9.0874013604903867e-14,1.8136545478599497e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,18,0,12,0
19,29,1.8136545478599497e-07,1.2963955959546424e-07,1,45,1.2963955959546424e-07,29,8.869684797209336e-14,1.2963955959546424e-07,1.6209256159527285e-14,0,1,19,1.2963955959546424e-07,8.869684797209336e-14,1.2963955959546424e-07,1,1,1,1,global_ok+active_ok,0,1,1e-08,19,0,12,0
20,29,1.2963955959546424e-07,9.0376731131209777e-08,1,46,9.0376731131209777e-08,29,8.8011542747640369e-14,9.0376731131209777e-08,1.532107773982716e-14,0,1,20,9.0376731131209777e-08,8.8011542747640369e-14,9.0376731131209777e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,20,0,12,0
21,29,9.0376731131209777e-08,6.1239307512664202e-08,1,47,6.1239307512664202e-08,29,8.8098071384580557e-14,6.1239307512664202e-08,1.5543122344752192e-14,0,1,21,6.1239307512664202e-08,8.8011542747640369e-14,6.1239307512664202e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,21,0,12,0
22,29,6.1239307512664202e-08,3.5284671607143342e-08,1,48,3.5284671607143342e-08,29,8.8115294981481688e-14,3.5284671607143342e-08,1.5987211554602254e-14,0,1,22,3.5284671607143342e-08,8.8011542747640369e-14,3.5284671607143342e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,22,0,12,0
23,29,3.5284671607143342e-08,2.2213784022266018e-08,1,49,2.2213784022266018e-08,29,8.6488789859815589e-14,2.2213784022266018e-08,1.5987211554602254e-14,0,1,23,2.2213784022266018e-08,8.6488789859815589e-14,2.2213784022266018e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,23,0,12,0
24,29,2.2213784022266018e-08,1.5312132363277602e-08,1,50,1.5312132363277602e-08,29,8.6885630898956075e-14,1.5312132363277602e-08,1.5543122344752192e-14,0,1,24,1.5312132363277602e-08,8.6488789859815589e-14,1.5312132363277602e-08,1,1,1,1,global_ok+active_ok,0,1,1e-08,24,0,12,0
25,29,1.5312132363277602e-08,8.6939033130243332e-09,1,51,8.6939033130243332e-09,29,8.4996096320152837e-14,8.6939033130243332e-09,1.5099033134902129e-14,0,1,25,8.6939033130243332e-09,8.4996096320152837e-14,8.6939033130243332e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,25,0,12,0
26,29,8.6939033130243332e-09,5.6387037462014757e-09,1,52,5.6387037462014757e-09,29,8.4167856961862548e-14,5.6387037462014757e-09,1.5099033134902129e-14,0,1,26,5.6387037462014757e-09,8.4167856961862548e-14,5.6387037462014757e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,26,0,12,0
27,29,5.6387037462014757e-09,3.4886824025409482e-09,1,53,3.4886824025409482e-09,29,8.5188005523185932e-14,3.4886824025409482e-09,1.6875389974302379e-14,0,1,27,3.4886824025409482e-09,8.4167856961862548e-14,3.4886824025409482e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,27,0,12,0
28,29,3.4886824025409482e-09,2.1144797571737175e-09,1,54,2.1144797571737175e-09,29,8.687034800133652e-14,2.1144797571737175e-09,1.7985612998927536e-14,0,1,28,2.1144797571737175e-09,8.4167856961862548e-14,2.1144797571737175e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,28,0,12,0
29,29,2.1144797571737175e-09,1.3663533613565864e-09,1,35,1.3663533613565864e-09,29,9.0618402345109146e-14,1.3663533613565864e-09,1.7319479184152442e-14,1,1,29,1.3663533613565864e-09,8.4167856961862548e-14,1.3663533613565864e-09,1,1,1,1,global_ok+active_ok,0,1,1e-08,29,0,12,0
30,29,1.3663533613565864e-09,8.4607698117740033e-10,1,36,8.4607698117740033e-10,29,8.1598261833072941e-14,8.4607698117740033e-10,1.7319479184152442e-14,0,1,30,8.4607698117740033e-10,8.1598261833072941e-14,8.4607698117740033e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,30,0,12,0
31,29,8.4607698117740033e-10,6.0222757402940845e-10,1,37,6.0222757402940845e-10,29,8.3898650208972678e-14,6.0222757402940845e-10,1.6431300764452317e-14,0,1,31,6.0222757402940845e-10,8.1598261833072941e-14,6.0222757402940845e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,31,0,12,0
32,29,6.0222757402940845e-10,4.1743339454143511e-10,1,38,4.1743339454143511e-10,29,8.4841657246337904e-14,4.1743339454143511e-10,1.9095836023552692e-14,0,1,32,4.1743339454143511e-10,8.1598261833072941e-14,4.1743339454143511e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,32,0,12,0
33,29,4.1743339454143511e-10,2.7697454494506384e-10,1,39,2.7697454494506384e-10,29,8.2269665341365524e-14,2.7697454494506384e-10,1.787459069646502e-14,0,1,33,2.7697454494506384e-10,8.1598261833072941e-14,2.7697454494506384e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,33,0,12,0
34,29,2.7697454494506384e-10,1.5427166954106414e-10,1,40,1.5427166954106414e-10,29,7.9074686723727008e-14,1.5427166954106414e-10,1.4210854715202004e-14,0,1,34,1.5427166954106414e-10,7.9074686723727008e-14,1.5427166954106414e-10,1,1,1,1,global_ok+active_ok,0,1,1e-08,34,0,12,0
35,29,1.5427166954106414e-10,8.3683555917450283e-11,1,41,8.3683555917450283e-11,29,7.5896060162267098e-14,8.3683555917450283e-11,1.3322676295501878e-14,0,1,35,8.3683555917450283e-11,7.5896060162267098e-14,8.3683555917450283e-11,1,1,1,1,global_ok+active_ok,0,1,1e-08,35,0,12,0
36,29,8.3683555917450283e-11,4.7254442600547494e-11,1,42,4.7254442600547494e-11,29,7.3861643299819917e-14,4.7254442600547494e-11,1.3322676295501878e-14,0,1,36,4.7254442600547494e-11,7.3861643299819917e-14,4.7254442600547494e-11,1,1,1,1,global_ok+active_ok,0,1,1e-08,36,0,12,0
37,29,4.7254442600547494e-11,2.5686615560719928e-11,1,43,2.5686615560719928e-11,29,7.2639982315462545e-14,2.5686615560719928e-11,1.3100631690576847e-14,0,1,37,2.5686615560719928e-11,7.2639982315462545e-14,2.5686615560719928e-11,1,1,1,1,global_ok+active_ok,0,1,1e-08,37,0,12,0
38,29,2.5686615560719928e-11,1.9207151303017475e-11,1,44,1.9207151303017475e-11,29,7.2612039167449912e-14,1.9207151303017475e-11,1.2656542480726785e-14,0,1,38,1.9207151303017475e-11,7.2612039167449912e-14,1.9207151303017475e-11,1,1,1,1,global_ok+active_ok,0,1,1e-08,38,0,12,0
39,29,1.9207151303017475e-11,2.0949595863086515e-11,0,44,1.9207151303017475e-11,29,7.2612039167449912e-14,1.9207151303017475e-11,1.2656542480726785e-14,0,0,38,1.9207151303017475e-11,7.2523155526531733e-14,1.9207151303017475e-11,1,0,0,1,not_improved,4,1,9.9999999999999995e-07,38,1,12,0
