davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.0010375476147477297,6.8197181699230258e-05,1,35,6.8197181699230258e-05,29,8.7291585697378404e-12,6.8197181699230258e-05,1.4765966227514582e-14,0
1,28,5.9513255245239673e-11,8.7291585697378404e-12,1,35,6.8197181699230258e-05,29,8.7291585697378404e-12,6.8197181699230258e-05,1.4765966227514582e-14,0
2,29,6.8197181699230258e-05,3.2649436096002821e-05,1,37,3.2649436096002821e-05,29,3.8056817699427585e-12,3.2649436096002821e-05,1.7097434579227411e-14,0
2,28,8.7291585697378404e-12,3.8056817699427585e-12,1,37,3.2649436096002821e-05,29,3.8056817699427585e-12,3.2649436096002821e-05,1.7097434579227411e-14,0
3,29,3.2649436096002821e-05,2.137992388936836e-05,1,39,2.137992388936836e-05,29,3.1892736946244467e-12,2.137992388936836e-05,1.7541523789077473e-14,0
3,28,3.8056817699427585e-12,3.1892736946244467e-12,1,39,2.137992388936836e-05,29,3.1892736946244467e-12,2.137992388936836e-05,1.7541523789077473e-14,0
4,29,2.137992388936836e-05,1.6147096767115933e-05,1,41,1.6147096767115933e-05,29,2.783962563502879e-12,1.6147096767115933e-05,1.3988810110276972e-14,0
4,28,3.1892736946244467e-12,2.783962563502879e-12,1,41,1.6147096767115933e-05,29,2.783962563502879e-12,1.6147096767115933e-05,1.3988810110276972e-14,0
5,29,1.6147096767115933e-05,1.1842210232010443e-05,1,43,1.1842210232010443e-05,29,2.1534786704190547e-12,1.1842210232010443e-05,1.8096635301390052e-14,0
5,28,2.783962563502879e-12,2.1534786704190547e-12,1,43,1.1842210232010443e-05,29,2.1534786704190547e-12,1.1842210232010443e-05,1.8096635301390052e-14,0
6,29,1.1842210232010443e-05,7.6977161589348258e-06,1,45,7.6977161589348258e-06,29,1.5130523483575207e-12,7.6977161589348258e-06,1.2434497875801753e-14,0
6,28,2.1534786704190547e-12,1.5130523483575207e-12,1,45,7.6977161589348258e-06,29,1.5130523483575207e-12,7.6977161589348258e-06,1.2434497875801753e-14,0
7,29,7.6977161589348258e-06,5.18806143130647e-06,1,47,5.18806143130647e-06,29,9.6465042171363907e-13,5.18806143130647e-06,1.354472090042691e-14,0
7,28,1.5130523483575207e-12,9.6465042171363907e-13,1,47,5.18806143130647e-06,29,9.6465042171363907e-13,5.18806143130647e-06,1.354472090042691e-14,0
