davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
31,29;28,0,2,0.005192445630627208;3.1029322429636136e-10,0.0038331956522207364;1.2733497252108138e-10,5.6984796047172538e-05,7.6429199270382092e-05,3.6492002397880591e-12,5.0461351947137179e-12,5.6984796047172538e-05,7.6429199270382092e-05,0,not_improved,37,37,1.3100631690576847e-14,1.5765166949677223e-14,0,2,5.6984796047172538e-05,3.6492002397880591e-12,5.6984796047172538e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,2,2,0,0,0.010914202291353092,0.00027967994802255398,5.6984796047172653e-05,7.6429199270382255e-05,5.6984796047172538e-05,7.6429199270382092e-05,1.0000000000000167,7.59859361217726e-11,7.2182698282824228e-11,0.99996100370938723,0,active,active,0,0
