davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted,best_so_far_updated,best_so_far_step,best_so_far_max_residual,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accept_global_ok,accept_active_ok,accept_locked_safe,accept_reason,reject_retry_count,retry_alpha,retry_denom_clip,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation,gap28_29,relative_gap28_29,cluster_residual_fro_before,cluster_residual_fro_after,cluster_residual_max_before,cluster_residual_max_after,ritz_overlap_28_28,ritz_overlap_28_29,ritz_overlap_29_28,ritz_overlap_29_29,ritz_overlap_swap_detected,pair28_lock_state,pair29_lock_state,cluster_hard_locked,cluster_soft_locked_count
1,29,0.00088853919803390366,9.1145064796829627e-05,1,35,9.1145064796829627e-05,29,6.8050392181360014e-12,9.1145064796829627e-05,1.354472090042691e-14,0,1,1,9.1145064796829627e-05,6.8050392181360014e-12,9.1145064796829627e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,0,0,0.011801584948187838,0.00030241941433575235,0.00088853919803390669,9.1145064796829885e-05,0.00088853919803390366,9.1145064796829627e-05,1.0000000000000082,4.6241402924818677e-09,4.5850975258118102e-09,0.99967398864929868,0,active,active,0,0
1,28,7.4527950036224364e-11,6.8050392181360014e-12,1,35,9.1145064796829627e-05,29,6.8050392181360014e-12,9.1145064796829627e-05,1.354472090042691e-14,0,1,1,9.1145064796829627e-05,6.8050392181360014e-12,9.1145064796829627e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,1,0,0,0,0.011801584948187838,0.00030241941433575235,0.00088853919803390669,9.1145064796829885e-05,0.00088853919803390366,9.1145064796829627e-05,1.0000000000000082,4.6241402924818677e-09,4.5850975258118102e-09,0.99967398864929868,0,active,active,0,0
2,29,9.1145064796829627e-05,5.6984796047172538e-05,1,37,5.6984796047172538e-05,29,3.6492002397880591e-12,5.6984796047172538e-05,1.3100631690576847e-14,0,1,2,5.6984796047172538e-05,3.6492002397880591e-12,5.6984796047172538e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,0,0,0.01092769627416601,0.00028002573567711541,9.1145064796829885e-05,5.6984796047172653e-05,9.1145064796829627e-05,5.6984796047172538e-05,1.0000000000000124,6.5105561408970488e-11,6.4143935112076279e-11,0.99998548550898769,0,active,active,0,0
2,28,6.8050392181360014e-12,3.6492002397880591e-12,1,37,5.6984796047172538e-05,29,3.6492002397880591e-12,5.6984796047172538e-05,1.3100631690576847e-14,0,1,2,5.6984796047172538e-05,3.6492002397880591e-12,5.6984796047172538e-05,1,1,1,1,global_ok+active_ok,0,1,3e-09,2,0,0,0,0.01092769627416601,0.00028002573567711541,9.1145064796829885e-05,5.6984796047172653e-05,9.1145064796829627e-05,5.6984796047172538e-05,1.0000000000000124,6.5105561408970488e-11,6.4143935112076279e-11,0.99998548550898769,0,active,active,0,0
3,29,5.6984796047172538e-05,7.6429199270033982e-05,0,37,5.6984796047172538e-05,29,3.6492002397880591e-12,5.6984796047172538e-05,1.3100631690576847e-14,0,0,2,5.6984796047172538e-05,3.6492002397880591e-12,5.6984796047172538e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,2,1,0,1,0.010914202291353092,0.00027967994802255398,5.6984796047172653e-05,7.6429199270034145e-05,5.6984796047172538e-05,7.6429199270033982e-05,1.0000000000000151,7.5743987161695143e-11,7.1940392040515752e-11,0.9999610037093879,0,active,active,0,0
3,28,3.6492002397880591e-12,5.045858498988073e-12,0,37,5.6984796047172538e-05,29,3.6492002397880591e-12,5.6984796047172538e-05,1.3100631690576847e-14,0,0,2,5.6984796047172538e-05,3.6492002397880591e-12,5.6984796047172538e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,2,1,0,1,0.010914202291353092,0.00027967994802255398,5.6984796047172653e-05,7.6429199270034145e-05,5.6984796047172538e-05,7.6429199270033982e-05,1.0000000000000151,7.5743987161695143e-11,7.1940392040515752e-11,0.9999610037093879,0,active,active,0,0
31,29,5.6984796047172538e-05,7.6429199270382092e-05,0,37,5.6984796047172538e-05,29,3.6492002397880591e-12,5.6984796047172538e-05,1.3100631690576847e-14,0,0,2,5.6984796047172538e-05,3.6492002397880591e-12,5.6984796047172538e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,2,2,0,0,0.010914202291353092,0.00027967994802255398,5.6984796047172653e-05,7.6429199270382255e-05,5.6984796047172538e-05,7.6429199270382092e-05,1.0000000000000167,7.59859361217726e-11,7.2182698282824228e-11,0.99996100370938723,0,active,active,0,0
31,28,3.6492002397880591e-12,5.0461351947137179e-12,0,37,5.6984796047172538e-05,29,3.6492002397880591e-12,5.6984796047172538e-05,1.3100631690576847e-14,0,0,2,5.6984796047172538e-05,3.6492002397880591e-12,5.6984796047172538e-05,1,0,0,1,not_improved,4,1,2.9999999999999999e-07,2,2,0,0,0.010914202291353092,0.00027967994802255398,5.6984796047172653e-05,7.6429199270382255e-05,5.6984796047172538e-05,7.6429199270382092e-05,1.0000000000000167,7.59859361217726e-11,7.2182698282824228e-11,0.99996100370938723,0,active,active,0,0
