N,epsilon,method,tf32_tol,fp64_tol,tf32_maxiter,fp64_maxiter,repeats,time_tf32_initial_sec,time_orthogonalize_sec,time_rayleigh_transform_sec,time_fp64_refine_sec,time_finalization_sec,time_backtransform_sec,time_total_sec,absolute_residual,fp64_max_residual,tf32_fixed_point_residual,fp64_fixed_point_residual,tf32_iterations,fp64_iterations,tf32_f_calls,fp64_f_calls,tf32_converged,fp64_converged,gpu_name,status,error
4096,0.059999999999999998,acx_mixed_rayleigh_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.015602521318942308,0.25218197945505383,0.015902604721486569,0.062537300121039155,0.0071702715009450916,0.0077058956958353519,0.3539303013123572,2.1591775948146947e-09,2.1166447130037772e-13,3.208233314135425e-07,2.0559357396156488e-15,3,2,6,3,1,1,NVIDIA A100-SXM4-80GB,ok,
8192,0.059999999999999998,acx_mixed_rayleigh_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.064078928343951708,0.61480906400829549,0.12440760154277086,0.44461117004975675,0.057912023458629849,0.060687777679413558,1.3085945416241884,8.2552139020862062e-09,5.6167438976854018e-13,3.2596553384901548e-07,3.099949863228505e-15,3,2,6,3,1,1,NVIDIA A100-SXM4-80GB,ok,
16384,0.059999999999999998,acx_mixed_rayleigh_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.45741793001070619,1.8862362558022141,1.0488304582424461,3.020391627214849,0.4875202987343073,0.49333144454285505,6.9062077158130704,1.9847399150249716e-08,1.9219739887467894e-12,3.1616680809536074e-07,5.9985968335148138e-15,3,2,6,3,1,1,NVIDIA A100-SXM4-80GB,ok,
