N,epsilon,method,tf32_tol,fp64_tol,tf32_maxiter,fp64_maxiter,repeats,time_tf32_initial_sec,time_orthogonalize_sec,time_rayleigh_transform_sec,time_fp64_refine_sec,time_finalization_sec,time_backtransform_sec,time_total_sec,absolute_residual,fp64_max_residual,tf32_fixed_point_residual,fp64_fixed_point_residual,tf32_iterations,fp64_iterations,tf32_f_calls,fp64_f_calls,tf32_converged,fp64_converged,gpu_name,status,error
4096,0.080000000000000002,acx_mixed_rayleigh_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.015655070822685958,0.24996844138950108,0.015947121288627387,0.062424708530306815,0.0071790024638175966,0.0077344877645373344,0.35172982979565859,2.1748461724596897e-09,6.5174446530871859e-13,9.8418945917700937e-07,5.5004311598527827e-15,3,2,6,3,1,1,NVIDIA A100-SXM4-80GB,ok,
8192,0.080000000000000002,acx_mixed_rayleigh_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.086035738606005913,0.61368900220841172,0.12442651502788067,0.44315704191103578,0.058047521673142907,0.060602649580687284,1.3279109473340214,1.0058572068240606e-08,1.9572408482458423e-12,3.0480821491706682e-07,7.762678348715809e-15,4,2,8,3,1,1,NVIDIA A100-SXM4-80GB,ok,
16384,0.080000000000000002,acx_mixed_rayleigh_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,5,0.60644436310976746,1.8956320985220372,1.0490406447090208,3.0153042677789927,0.48572232117876413,0.49294222602620719,7.0593636001460256,2.8271317413527081e-08,4.1918443387389414e-12,2.916198473546061e-07,1.4951411923165737e-14,4,2,8,3,1,1,NVIDIA A100-SXM4-80GB,ok,
