N,epsilon,method,tol,maxiter,repeats,time_total_sec,time_iteration_sec,time_finalization_sec,absolute_residual,max_apply_residual,fixed_point_residual,iterations,f_calls,converged,gpu_name,status,error
4096,0.10000000000000001,acx_gpu_fp64,9.9999999999999998e-13,1000,5,0.29663916388526557,0.28476108303293585,0.0071933829225599762,1.0943919466018705e-10,2.9029108821529448e-10,1.2757164133580098e-13,7,16,1,NVIDIA A100-SXM4-80GB,ok,
4096,0.10000000000000001,original_ipt_gpu_fp64,9.9999999999999998e-13,1000,5,0.23678410295397043,0.23678410295397043,0,9.3785727282879158e-10,nan,6.5367114840656412e-13,27,27,1,NVIDIA A100-SXM4-80GB,ok,
8192,0.10000000000000001,acx_gpu_fp64,9.9999999999999998e-13,1000,5,2.0764059800654651,2.0123117551207543,0.058250883873552081,3.5772202725193735e-11,5.0948002799181873e-11,4.4143489700362202e-14,7,16,1,NVIDIA A100-SXM4-80GB,ok,
8192,0.10000000000000001,original_ipt_gpu_fp64,9.9999999999999998e-13,1000,5,1.9075839745812118,1.9075839745812118,0,2.0023785938187045e-09,nan,6.19714054598853e-13,29,29,1,NVIDIA A100-SXM4-80GB,ok,
16384,0.10000000000000001,acx_gpu_fp64,9.9999999999999998e-13,1000,5,13.925956192426383,13.429246518108993,0.48400011369958518,4.4401414238353721e-10,8.8152739223266605e-10,9.3277786484588194e-14,7,16,1,NVIDIA A100-SXM4-80GB,ok,
16384,0.10000000000000001,original_ipt_gpu_fp64,9.9999999999999998e-13,1000,5,16.625539902783931,16.625539902783931,0,3.7701580458837507e-09,nan,5.6534425729645893e-13,32,32,1,NVIDIA A100-SXM4-80GB,ok,
