N,epsilon,method,tol,maxiter,repeats,time_total_sec,time_iteration_sec,time_finalization_sec,absolute_residual,max_apply_residual,fixed_point_residual,iterations,f_calls,converged,gpu_name,status,error
4096,0.059999999999999998,acx_gpu_fp64,9.9999999999999998e-13,1000,5,0.20944256335496902,0.19752783831208945,0.0072134235873818394,8.0624594480806115e-11,2.1373737553645756e-10,2.3194414379644918e-13,5,11,1,NVIDIA A100-SXM4-80GB,ok,
4096,0.059999999999999998,original_ipt_gpu_fp64,9.9999999999999998e-13,1000,5,0.15111622195690871,0.15111622195690871,0,3.9753154055406099e-10,nan,4.5204844385266318e-13,17,17,1,NVIDIA A100-SXM4-80GB,ok,
8192,0.059999999999999998,acx_gpu_fp64,9.9999999999999998e-13,1000,5,1.4398093937896193,1.376217467803508,0.057722825743258002,8.6246044066448797e-10,3.6182125472151187e-09,8.4372870175492096e-13,5,11,1,NVIDIA A100-SXM4-80GB,ok,
8192,0.059999999999999998,original_ipt_gpu_fp64,9.9999999999999998e-13,1000,5,1.2014529311098159,1.2014529311098159,0,5.414321565560126e-10,nan,2.8422027803240124e-13,18,18,1,NVIDIA A100-SXM4-80GB,ok,
16384,0.059999999999999998,acx_gpu_fp64,9.9999999999999998e-13,1000,5,11.400405179988592,10.903130946401507,0.48301381692290307,2.1119591542220759e-11,4.7739263692191527e-10,4.3658833843488029e-14,6,13,1,NVIDIA A100-SXM4-80GB,ok,
16384,0.059999999999999998,original_ipt_gpu_fp64,9.9999999999999998e-13,1000,5,9.5689345195889466,9.5689345195889466,0,2.866678282153724e-09,nan,7.040365934068557e-13,18,18,1,NVIDIA A100-SXM4-80GB,ok,
