repeat,pair_index,lambda,relative_eigen_residual,vector_norm
1,0,-40.190776252600692,4.0543798914768934e-13,1.0000000000000009
1,1,-39.587783846039805,1.7712570066290366e-13,0.999999999999999
1,2,-39.530151400183044,3.5162099044479795e-13,1.0000000000000047
1,3,-39.530151400183037,2.4680740322466865e-13,1.0000000000000029
1,4,-39.530151400182937,2.354579017403883e-13,0.99999999999999867
1,5,-39.412585414388495,3.5889966280249039e-13,1.0000000000000002
1,6,-39.412585414388474,4.1285529837132321e-13,1.0000000000000004
1,7,-39.40252430752782,1.4082197358288346e-13,1.0000000000000033
1,8,-39.402524307527749,3.0460393413662e-13,1.0000000000000027
1,9,-39.402524307527685,1.9044138269930657e-14,1.0000000000000002
1,10,-39.376663783891708,4.3291476172256644e-13,0.99999999999999767
1,11,-39.37666378389163,2.9102344425859932e-13,0.99999999999999611
1,12,-39.37666378389158,4.5861970965099252e-13,1.0000000000000036
1,13,-39.367701470295522,4.0990577448371758e-13,0.99999999999999778
1,14,-39.36770147029533,2.6453329342550121e-13,1.0000000000000013
1,15,-39.364323150450041,1.3902666574846144e-13,0.99999999999999678
1,16,-39.364323150449998,1.5469643866536862e-13,0.999999999999996
1,17,-39.364323150449977,8.3915040561498855e-14,1.0000000000000024
1,18,-39.312786707793315,3.3061539723849981e-13,0.99999999999999944
1,19,-39.312786707793222,1.74643775299692e-13,0.99999999999999445
1,20,-39.312786707793137,3.9256216098010741e-13,1.0000000000000062
1,21,-39.290219883813201,3.448295962098573e-13,1.0000000000000002
1,22,-39.290219883813144,7.8444675366319138e-14,1.0000000000000002
1,23,-39.29021988381313,7.608074205311814e-14,1.0000000000000004
1,24,-39.176458439525966,3.4543710019320976e-13,1.0000000000000053
1,25,-39.059902131173587,3.9521372136369441e-13,0.99999999999999856
1,26,-39.059902131173523,4.5859180204711581e-13,1.0000000000000044
1,27,-39.059902131173452,3.6794459616261925e-13,0.99999999999999789
1,28,-39.023899884567129,3.1460198674487152e-13,1.0000000000000091
1,29,-39.013014208761057,4.3283523234947376e-13,1.0000000000000011
