method,repeat,requested_k,basis_cols,returned_k,iterations,status,time_total_sec,max_relative_eigen_residual,max_relative_eigen_residual_index,relative_fixed_point_residual,best_so_far_enabled,best_so_far_updated,best_so_far_step,best_so_far_source,best_so_far_basis_cols,best_so_far_max_residual,best_so_far_max_residual_index,final_returned_from_best_so_far,pair28_best_residual,pair29_best_residual
IPT_CUDA_BLOCK_CLUSTER,1,30,42,30,200,success,35.518164325039834,6.1287423654327784e-14,25,1.0326637785192498,1,1,54,davidson_continuation,42,6.1287423654327784e-14,25,0,3.8366826337522698e-14,5.5081989336521346e-14
