method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,1,0.052635271474719046,0.0637640580534935,0,0.011128786578774452,0,0,49,99,-40.190776252600685,9.6021376661414106e-13,nan,0,0,,9.9999999999999998e-13,5000
IPT_CUDA_BLOCK_CLUSTER,1,0.051052538800000005,6.455862584151328,6.3816316110000004,0.011382686999999999,0.050327724800000008,0.00072481400000000006,100,101,-40.190776252600571,5.8638417803020388e-16,1.3187230646901523e-15,1.1368683772161603e-13,0,,9.9999999999999998e-13,100
