davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00070248293380072862,3.1269324802713122e-05,1,35,3.1269324802713122e-05,29,5.9623030934105915e-12,3.1269324802713122e-05,1.4432899320127035e-14,0
1,28,2.8242081318779259e-11,5.9623030934105915e-12,1,35,3.1269324802713122e-05,29,5.9623030934105915e-12,3.1269324802713122e-05,1.4432899320127035e-14,0
2,29,3.1269324802713122e-05,1.3020345682012687e-05,1,37,1.3020345682012687e-05,29,6.5243838350060964e-12,1.3020345682012687e-05,1.4432899320127035e-14,0
2,28,5.9623030934105915e-12,6.5243838350060964e-12,1,37,1.3020345682012687e-05,29,6.5243838350060964e-12,1.3020345682012687e-05,1.4432899320127035e-14,0
3,29,1.3020345682012687e-05,5.9897699443172418e-06,1,39,5.9897699443172418e-06,29,3.7666480440305857e-12,5.9897699443172418e-06,1.354472090042691e-14,0
3,28,6.5243838350060964e-12,3.7666480440305857e-12,1,39,5.9897699443172418e-06,29,3.7666480440305857e-12,5.9897699443172418e-06,1.354472090042691e-14,0
4,29,5.9897699443172418e-06,4.1627418913475906e-06,1,41,4.1627418913475906e-06,29,2.1392091395835513e-12,4.1627418913475906e-06,1.532107773982716e-14,0
4,28,3.7666480440305857e-12,2.1392091395835513e-12,1,41,4.1627418913475906e-06,29,2.1392091395835513e-12,4.1627418913475906e-06,1.532107773982716e-14,0
5,29,4.1627418913475906e-06,2.9284283025518091e-06,1,43,2.9284283025518091e-06,29,1.9252262297877336e-12,2.9284283025518091e-06,1.8096635301390052e-14,0
5,28,2.1392091395835513e-12,1.9252262297877336e-12,1,43,2.9284283025518091e-06,29,1.9252262297877336e-12,2.9284283025518091e-06,1.8096635301390052e-14,0
6,29,2.9284283025518091e-06,1.8692795841487435e-06,1,45,1.8692795841487435e-06,29,1.8708013864541069e-12,1.8692795841487435e-06,1.532107773982716e-14,0
6,28,1.9252262297877336e-12,1.8708013864541069e-12,1,45,1.8692795841487435e-06,29,1.8708013864541069e-12,1.8692795841487435e-06,1.532107773982716e-14,0
7,29,1.8692795841487435e-06,1.4089679295649195e-06,1,47,1.4089679295649195e-06,29,1.5338373499479138e-12,1.4089679295649195e-06,1.6653345369377348e-14,0
7,28,1.8708013864541069e-12,1.5338373499479138e-12,1,47,1.4089679295649195e-06,29,1.5338373499479138e-12,1.4089679295649195e-06,1.6653345369377348e-14,0
8,29,1.4089679295649195e-06,8.5946643610440146e-07,1,49,8.5946643610440146e-07,29,7.2878221699340595e-13,8.5946643610440146e-07,1.5765166949677223e-14,0
8,28,1.5338373499479138e-12,7.2878221699340595e-13,1,49,8.5946643610440146e-07,29,7.2878221699340595e-13,8.5946643610440146e-07,1.5765166949677223e-14,0
9,29,8.5946643610440146e-07,4.9204319668693907e-07,1,51,4.9204319668693907e-07,29,3.5024017999340585e-13,4.9204319668693907e-07,1.5099033134902129e-14,0
9,28,7.2878221699340595e-13,3.5024017999340585e-13,1,51,4.9204319668693907e-07,29,3.5024017999340585e-13,4.9204319668693907e-07,1.5099033134902129e-14,0
10,29,4.9204319668693907e-07,2.3916599777935324e-07,1,35,2.3916599777935324e-07,29,1.8044904334154606e-13,2.3916599777935324e-07,1.5987211554602254e-14,1
10,28,3.5024017999340585e-13,1.8044904334154606e-13,1,35,2.3916599777935324e-07,29,1.8044904334154606e-13,2.3916599777935324e-07,1.5987211554602254e-14,1
11,29,2.3916599777935324e-07,1.0166540683146654e-07,1,37,1.0166540683146654e-07,29,1.071173184742183e-13,1.0166540683146654e-07,1.4210854715202004e-14,0
11,28,1.8044904334154606e-13,1.071173184742183e-13,1,37,1.0166540683146654e-07,29,1.071173184742183e-13,1.0166540683146654e-07,1.4210854715202004e-14,0
12,29,1.0166540683146654e-07,4.7882811789608926e-08,1,39,4.7882811789608926e-08,29,1.0587209186654363e-13,4.7882811789608926e-08,1.4654943925052066e-14,0
12,28,1.071173184742183e-13,1.0587209186654363e-13,1,39,4.7882811789608926e-08,29,1.0587209186654363e-13,4.7882811789608926e-08,1.4654943925052066e-14,0
13,29,4.7882811789608926e-08,2.7749951185903421e-08,1,41,2.7749951185903421e-08,29,1.2041505186855284e-13,2.7749951185903421e-08,1.5099033134902129e-14,0
13,28,1.0587209186654363e-13,1.2041505186855284e-13,1,41,2.7749951185903421e-08,29,1.2041505186855284e-13,2.7749951185903421e-08,1.5099033134902129e-14,0
14,29,2.7749951185903421e-08,1.9532228703675939e-08,1,43,1.9532228703675939e-08,29,1.1954073691520475e-13,1.9532228703675939e-08,1.4654943925052066e-14,0
14,28,1.2041505186855284e-13,1.1954073691520475e-13,1,43,1.9532228703675939e-08,29,1.1954073691520475e-13,1.9532228703675939e-08,1.4654943925052066e-14,0
15,29,1.9532228703675939e-08,1.4443439439489819e-08,1,45,1.4443439439489819e-08,29,6.9937467683768437e-14,1.4443439439489819e-08,1.4210854715202004e-14,0
15,28,1.1954073691520475e-13,6.9937467683768437e-14,1,45,1.4443439439489819e-08,29,6.9937467683768437e-14,1.4443439439489819e-08,1.4210854715202004e-14,0
16,29,1.4443439439489819e-08,9.4322763826604466e-09,1,46,9.4322763826604466e-09,29,6.8115116070476126e-14,9.4322763826604466e-09,1.8540724511240114e-14,0
17,29,9.4322763826604466e-09,5.7022875860501212e-09,1,47,5.7022875860501212e-09,29,6.7690242750880049e-14,5.7022875860501212e-09,1.3766765505351941e-14,0
18,29,5.7022875860501212e-09,3.293737605465949e-09,1,48,3.293737605465949e-09,29,6.8597298338681602e-14,3.293737605465949e-09,1.532107773982716e-14,0
19,29,3.293737605465949e-09,1.569672278947812e-09,1,49,1.569672278947812e-09,29,6.8509711268058985e-14,1.569672278947812e-09,1.532107773982716e-14,0
20,29,1.569672278947812e-09,9.0264899657528653e-10,1,50,9.0264899657528653e-10,29,6.7996941558888781e-14,9.0264899657528653e-10,1.4432899320127035e-14,0
21,29,9.0264899657528653e-10,6.9216465084918925e-10,1,51,6.9216465084918925e-10,29,6.4216185510578674e-14,6.9216465084918925e-10,1.5099033134902129e-14,0
22,29,6.9216465084918925e-10,5.0611970454302814e-10,1,52,5.0611970454302814e-10,29,6.0037992750841341e-14,5.0611970454302814e-10,1.3322676295501878e-14,0
23,29,5.0611970454302814e-10,3.6347183304820328e-10,1,53,3.6347183304820328e-10,29,5.3443825118354294e-14,3.6347183304820328e-10,1.4210854715202004e-14,0
24,29,3.6347183304820328e-10,2.1089455821655668e-10,1,54,2.1089455821655668e-10,29,5.0224288300671151e-14,2.1089455821655668e-10,1.6653345369377348e-14,0
25,29,2.1089455821655668e-10,1.3479227731556263e-10,1,35,1.3479227731556263e-10,29,4.5241003442827076e-14,1.3479227731556263e-10,1.3655743202889425e-14,1
26,29,1.3479227731556263e-10,1.1976696269081271e-10,1,36,1.1976696269081271e-10,29,4.2440452105099081e-14,1.1976696269081271e-10,1.532107773982716e-14,0
