davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00090708814542060916,2.564597395278307e-05,1,34,2.564597395278307e-05,29,5.3277786694261289e-12,2.564597395278307e-05,1.4210854715202004e-14,0
2,29,2.564597395278307e-05,1.3254785473419529e-05,1,35,1.3254785473419529e-05,29,5.0818895670742902e-12,1.3254785473419529e-05,1.4210854715202004e-14,0
3,29,1.3254785473419529e-05,6.436123279550006e-06,1,36,6.436123279550006e-06,29,4.8300109812215316e-12,6.436123279550006e-06,1.1990408665951691e-14,0
4,29,6.436123279550006e-06,4.3991981686297015e-06,1,37,4.3991981686297015e-06,29,4.3997292933454486e-12,4.3991981686297015e-06,1.3988810110276972e-14,0
5,29,4.3991981686297015e-06,3.5002322076598336e-06,1,38,3.5002322076598336e-06,29,4.2007326990449089e-12,3.5002322076598336e-06,1.1324274851176597e-14,0
6,29,3.5002322076598336e-06,2.7449105407841207e-06,1,39,2.7449105407841207e-06,29,4.181568670961724e-12,2.7449105407841207e-06,1.2656542480726785e-14,0
7,29,2.7449105407841207e-06,2.2418676656904301e-06,1,40,2.2418676656904301e-06,29,4.0502113640085718e-12,2.2418676656904301e-06,1.6653345369377348e-14,0
8,29,2.2418676656904301e-06,1.5325776588330758e-06,1,41,1.5325776588330758e-06,29,4.0455482543003154e-12,1.5325776588330758e-06,1.5765166949677223e-14,0
9,29,1.5325776588330758e-06,1.0573058994696346e-06,1,42,1.0573058994696346e-06,29,4.0091504507941176e-12,1.0573058994696346e-06,1.4876988529977098e-14,0
10,29,1.0573058994696346e-06,5.8170891283520817e-07,1,43,5.8170891283520817e-07,29,3.916558254294518e-12,5.8170891283520817e-07,1.2878587085651816e-14,0
11,29,5.8170891283520817e-07,3.4594178654934974e-07,1,44,3.4594178654934974e-07,29,3.8295423320166423e-12,3.4594178654934974e-07,1.3322676295501878e-14,0
12,29,3.4594178654934974e-07,2.0296937597444902e-07,1,45,2.0296937597444902e-07,29,3.7465363999999659e-12,2.0296937597444902e-07,1.3988810110276972e-14,0
13,29,2.0296937597444902e-07,1.2208628035406031e-07,1,46,1.2208628035406031e-07,29,3.6632998216102359e-12,1.2208628035406031e-07,1.2878587085651816e-14,0
14,29,1.2208628035406031e-07,6.9296297346385633e-08,1,47,6.9296297346385633e-08,29,3.6604234422111969e-12,6.9296297346385633e-08,1.4876988529977098e-14,0
15,29,6.9296297346385633e-08,4.4260717822237316e-08,1,48,4.4260717822237316e-08,29,3.593082081362554e-12,4.4260717822237316e-08,1.4876988529977098e-14,0
16,29,4.4260717822237316e-08,2.0741460560882835e-08,1,49,2.0741460560882835e-08,29,3.5925377710036597e-12,2.0741460560882835e-08,1.7541523789077473e-14,0
17,29,2.0741460560882835e-08,1.1659795294273453e-08,1,50,1.1659795294273453e-08,29,3.4907109432516476e-12,1.1659795294273453e-08,1.4654943925052066e-14,0
18,29,1.1659795294273453e-08,8.5091630298277864e-09,1,51,8.5091630298277864e-09,29,3.3353334400210911e-12,8.5091630298277864e-09,1.1546319456101628e-14,0
19,29,8.5091630298277864e-09,6.0249559683275143e-09,1,52,6.0249559683275143e-09,29,3.2238015998711212e-12,6.0249559683275143e-09,1.5987211554602254e-14,0
20,29,6.0249559683275143e-09,3.1769951346923472e-09,1,35,3.1769951346923472e-09,29,3.1341867761628691e-12,3.1769951346923472e-09,1.2878587085651816e-14,1
21,29,3.1769951346923472e-09,1.562538369309236e-09,1,36,1.562538369309236e-09,29,3.1084335400826319e-12,1.562538369309236e-09,1.4432899320127035e-14,0
22,29,1.562538369309236e-09,8.2700576148768273e-10,1,37,8.2700576148768273e-10,29,3.0778559825492934e-12,8.2700576148768273e-10,1.3322676295501878e-14,0
23,29,8.2700576148768273e-10,5.5562823281951765e-10,1,38,5.5562823281951765e-10,29,3.0634143942706723e-12,5.5562823281951765e-10,1.1546319456101628e-14,0
24,29,5.5562823281951765e-10,3.5640940604718615e-10,1,39,3.5640940604718615e-10,29,3.0615803028561369e-12,3.5640940604718615e-10,1.4876988529977098e-14,0
25,29,3.5640940604718615e-10,2.0324169347910425e-10,1,40,2.0324169347910425e-10,29,3.0507347797281496e-12,2.0324169347910425e-10,1.4432899320127035e-14,0
