davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
1,29,0.00064797286311098939,2.3457943984780998e-05,1,35,2.3457943984780998e-05,29,4.9659564580720296e-13,2.3457943984780998e-05,1.7541523789077473e-14,0
1,28,4.7412918366617196e-12,4.9659564580720296e-13,1,35,2.3457943984780998e-05,29,4.9659564580720296e-13,2.3457943984780998e-05,1.7541523789077473e-14,0
2,29,2.3457943984780998e-05,1.069014711496544e-05,1,37,1.069014711496544e-05,29,2.5532633589696708e-13,1.069014711496544e-05,1.5987211554602254e-14,0
2,28,4.9659564580720296e-13,2.5532633589696708e-13,1,37,1.069014711496544e-05,29,2.5532633589696708e-13,1.069014711496544e-05,1.5987211554602254e-14,0
3,29,1.069014711496544e-05,5.2035454410665372e-06,1,39,5.2035454410665372e-06,29,2.5236840587472173e-13,5.2035454410665372e-06,1.9984014443252818e-14,0
3,24,2.7903240720095922e-13,7.3888792599004253e-14,1,39,5.2035454410665372e-06,29,2.5236840587472173e-13,5.2035454410665372e-06,1.9984014443252818e-14,0
4,29,5.2035454410665372e-06,3.0755332019197013e-06,1,41,3.0755332019197013e-06,29,4.449483802338421e-13,3.0755332019197013e-06,1.5099033134902129e-14,0
4,28,2.5236840587472173e-13,4.449483802338421e-13,1,41,3.0755332019197013e-06,29,4.449483802338421e-13,3.0755332019197013e-06,1.5099033134902129e-14,0
5,29,3.0755332019197013e-06,2.5835998217386756e-06,1,43,2.5835998217386756e-06,29,5.3251210857413076e-13,2.5835998217386756e-06,1.5099033134902129e-14,0
5,28,4.449483802338421e-13,5.3251210857413076e-13,1,43,2.5835998217386756e-06,29,5.3251210857413076e-13,2.5835998217386756e-06,1.5099033134902129e-14,0
6,29,2.5835998217386756e-06,1.7190869485083679e-06,1,45,1.7190869485083679e-06,29,3.7875329092978825e-13,1.7190869485083679e-06,1.532107773982716e-14,0
6,28,5.3251210857413076e-13,3.7875329092978825e-13,1,45,1.7190869485083679e-06,29,3.7875329092978825e-13,1.7190869485083679e-06,1.532107773982716e-14,0
7,29,1.7190869485083679e-06,1.0056378001430345e-06,1,47,1.0056378001430345e-06,29,1.7042052399545275e-13,1.0056378001430345e-06,1.3100631690576847e-14,0
7,28,3.7875329092978825e-13,1.7042052399545275e-13,1,47,1.0056378001430345e-06,29,1.7042052399545275e-13,1.0056378001430345e-06,1.3100631690576847e-14,0
