davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error
1,29,0.00068893440034455177,2.4684437337816121e-05,1,34,2.4684437337816121e-05,29,2.8258707704972557e-12,2.4684437337816121e-05,1.6431300764452317e-14
2,29,2.4684437337816121e-05,8.1914806035659115e-06,1,35,8.1914806035659115e-06,29,2.8312865488945084e-12,8.1914806035659115e-06,1.6209256159527285e-14
3,29,8.1914806035659115e-06,2.9189651221827404e-06,1,36,2.9189651221827404e-06,29,2.8325694815123336e-12,2.9189651221827404e-06,1.6653345369377348e-14
4,29,2.9189651221827404e-06,1.2071687690232322e-06,1,37,1.2071687690232322e-06,29,2.8301870419813067e-12,1.2071687690232322e-06,1.6875389974302379e-14
5,29,1.2071687690232322e-06,6.501336144329522e-07,1,38,6.501336144329522e-07,29,2.8294493965185481e-12,6.501336144329522e-07,1.7319479184152442e-14
