method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_relative_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
PRIMME_CUBLAS,30,4.0464851139113307,4.0504100965335965,0,0.0039249826222658157,0,0,653,5818,-56.054516870360665,9.2718401189097695e-13,nan,0,0,,9.9999999999999998e-13,200000
IPT_CUDA_BLOCK_CLUSTER,30,nan,5.641956876963377,0,0,0,0,0,0,nan,nan,nan,nan,1,invalid argument,9.9999999999999998e-13,200
