method,repeat,requested_k,basis_cols,returned_k,pair_index,lambda,relative_eigen_residual
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,0,-40.19077625260072,4.294928101350121e-16
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,1,-39.58778384603972,3.716351944834228e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,2,-39.530151400183009,7.6295378056311819e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,3,-39.53015140018298,1.036667046276337e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,4,-39.530151400182973,8.0755019832970055e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,5,-39.412585414388573,1.2467127234384285e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,6,-39.412585414388523,2.4192189733885144e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,7,-39.402524307527713,1.0424071139365352e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,8,-39.402524307527678,2.1880338670576791e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,9,-39.402524307527649,1.1613612774272015e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,10,-39.376663783891672,1.0440526191596676e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,11,-39.376663783891651,2.3019169850170327e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,12,-39.376663783891622,1.1805887699547654e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,13,-39.367701470295451,2.2052393554948434e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,14,-39.367701470295394,1.9754576898397799e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,15,-39.364323150449998,1.0673623198928283e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,16,-39.364323150449998,1.4887518127062929e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,17,-39.364323150449991,9.5622709844137861e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,18,-39.312786707793222,3.5860319593129013e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,19,-39.312786707793215,1.2872188384515017e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,20,-39.312786707793208,7.227431731159764e-15
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,21,-39.290219883813137,2.4009147929761077e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,22,-39.290219883813116,1.716804570539725e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,23,-39.290219883813108,6.079844127001227e-14
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,24,-39.176458439526002,4.820199197537814e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,25,-39.059902131173416,1.28453007585085e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,26,-39.059902131173409,2.9157804467488661e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,27,-39.059902131173395,1.7094274685098106e-13
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,28,-39.02389988456715,1.2909682702518141e-11
IPT_CUDA_BLOCK_CLUSTER,1,30,38,30,29,-39.013014156761514,2.7806732746548595e-06
