method,repeat,requested_k,basis_cols,returned_k,iterations,status,time_total_sec,max_relative_eigen_residual,max_relative_eigen_residual_index,relative_fixed_point_residual,best_so_far_enabled,best_so_far_updated,best_so_far_step,best_so_far_source,best_so_far_basis_cols,best_so_far_max_residual,best_so_far_max_residual_index,final_returned_from_best_so_far,pair28_best_residual,pair29_best_residual,relaxed_accept_enabled,accepted_steps,rejected_steps,min_accepted_steps,early_jump_to_continuation
IPT_CUDA_BLOCK_CLUSTER,1,30,45,30,200,failed,29.872641640016809,1.2137364597143928e-12,29,0.99966067936334946,1,1,42,davidson_continuation,45,1.2137364597143928e-12,29,0,7.2414920678679026e-14,1.2137364597143928e-12,1,42,1,12,0
