davidson_step,active_pair_index,residual_before,residual_after,accepted,basis_cols,max_relative_eigen_residual,max_relative_eigen_residual_index,pair_28_residual,pair_29_residual,orthogonality_error,restarted
28,29,2.1160828356553522e-10,9.7262427388353976e-11,1,53,9.7262427388353976e-11,29,7.622898251010653e-14,9.7262427388353976e-11,1.4654943925052066e-14,0
29,29,9.7262427388353976e-11,4.3595019041621761e-11,1,54,4.3595019041621761e-11,29,7.6152939823075939e-14,4.3595019041621761e-11,1.4876988529977098e-14,0
30,29,4.3595019041621761e-11,2.2388047765760384e-11,1,35,2.2388047765760384e-11,29,7.6173990353319219e-14,2.2388047765760384e-11,1.4876988529977098e-14,1
31,29,2.2388047765760384e-11,1.1353861666010223e-11,1,36,1.1353861666010223e-11,29,7.5756165229437796e-14,1.1353861666010223e-11,1.4210854715202004e-14,0
32,29,1.1353861666010223e-11,7.1312119607449394e-12,1,37,7.1312119607449394e-12,29,7.5790809947916807e-14,7.1312119607449394e-12,1.7097434579227411e-14,0
33,29,7.1312119607449394e-12,4.7352745922628568e-12,1,38,4.7352745922628568e-12,29,7.6033507201267193e-14,4.7352745922628568e-12,1.4654943925052066e-14,0
34,29,4.7352745922628568e-12,3.2998045994636077e-12,1,39,3.2998045994636077e-12,29,7.6130319270061759e-14,3.2998045994636077e-12,1.5099033134902129e-14,0
35,29,3.2998045994636077e-12,2.6657541403702065e-12,1,40,2.6657541403702065e-12,29,7.583957933830858e-14,2.6657541403702065e-12,1.5099033134902129e-14,0
36,29,2.6657541403702065e-12,1.6913856913451338e-12,1,41,1.6913856913451338e-12,29,7.5189516078896243e-14,1.6913856913451338e-12,1.5099033134902129e-14,0
37,29,1.6913856913451338e-12,8.5520945975408686e-13,1,42,8.5520945975408686e-13,29,7.5158307477337601e-14,8.5520945975408686e-13,1.6875389974302379e-14,0
38,29,8.5520945975408686e-13,4.4447712528829016e-13,1,43,4.4447712528829016e-13,29,7.4351209505795812e-14,4.4447712528829016e-13,1.5765166949677223e-14,0
39,29,4.4447712528829016e-13,2.457654289459334e-13,1,44,2.457654289459334e-13,29,7.491605351035872e-14,2.457654289459334e-13,1.5099033134902129e-14,0
40,29,2.457654289459334e-13,1.888679289396852e-13,1,45,1.888679289396852e-13,29,7.4925382914265203e-14,1.888679289396852e-13,1.4876988529977098e-14,0
41,29,1.888679289396852e-13,1.8045281425185253e-13,1,46,1.8045281425185253e-13,29,7.4789668158088431e-14,1.8045281425185253e-13,1.5765166949677223e-14,0
42,29,1.8045281425185253e-13,1.9783453628858581e-13,0,46,1.8045281425185253e-13,29,7.4789668158088431e-14,1.8045281425185253e-13,1.5765166949677223e-14,0
