N,epsilon,method,tf32_tol,fp64_tol,tf32_maxiter,fp64_maxiter,repeats,time_tf32_initial_sec,time_fp64_refine_sec,time_finalization_sec,time_mixed_total_sec,absolute_residual,fp64_max_residual,tf32_fixed_point_residual,fp64_fixed_point_residual,tf32_iterations,fp64_iterations,tf32_f_calls,fp64_f_calls,tf32_converged,fp64_converged,gpu_name,status,error
64,0.059999999999999998,acx_mixed_tf32_fp64,9.9999999999999995e-07,9.9999999999999998e-13,50,50,1,0.00030616810545325279,0.0009349980391561985,2.2120308130979538e-05,0.001241329126060009,4.3934236728901446e-14,7.4173215205318056e-13,2.5502140525557496e-07,2.9365281919207993e-14,3,4,6,8,1,1,NVIDIA A100-SXM4-80GB,ok,
