davidson_step,pair_index,residual,selected_by_residual,selected_forced,skipped_converged,skipped_active_tol,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
1,29,0.00080989967684978097,1,0,0,0,0,0,0.0418824044417287,0.041539281375888915
1,28,1.3939301197056954e-10,1,0,0,0,0,0,5.3788577333506094e-09,5.2735521501425664e-09
2,29,5.9552223364449517e-05,1,0,0,0,0,0,0.0037141082648645572,0.0026240209480554882
2,28,3.9208156051164069e-11,1,0,0,0,0,0,1.3233468701191577e-09,9.763331179448426e-10
3,29,2.1043007330331829e-05,1,0,0,0,0,0,0.0016425962950585887,0.00082360603619908285
3,28,1.3867117770255013e-11,1,0,0,0,0,0,8.4014893913966772e-10,5.9796559658543317e-10
4,29,9.9496539966075617e-06,1,0,0,0,0,0,0.00032833974653961179,0.00023449997757461579
4,28,9.1491530357416028e-12,1,0,0,0,0,0,6.1533648690208923e-10,4.1564881530432513e-10
5,29,3.1300484016965607e-06,1,0,0,0,0,0,0.00015074833228280097,0.00011050443160859091
5,28,6.3334000755950099e-12,1,0,0,0,0,0,4.3068236861649091e-10,2.713363608220011e-10
6,29,1.6304442689922357e-06,1,0,0,0,0,0,7.4837978776132194e-05,5.8762615899590467e-05
6,28,6.4605297989512505e-12,1,0,0,0,0,0,2.8869328782337114e-10,2.295311515483673e-10
7,29,1.3429649932796012e-06,1,0,0,0,0,0,6.9615067199568531e-05,5.1357064263788941e-05
7,28,4.7699910744955157e-12,1,0,0,0,0,0,2.2125226120359184e-10,1.6664651568261095e-10
8,29,9.3562962717303612e-07,1,0,0,0,0,0,4.369044407481459e-05,3.5193535802099987e-05
8,28,3.3900626355159565e-12,1,0,0,0,0,0,1.2444838217819947e-10,1.1042119370031033e-10
9,29,6.5771390580865103e-07,1,0,0,0,0,0,3.4789424872240927e-05,2.6426236985244482e-05
9,28,1.9107700752623931e-12,1,0,0,0,0,0,8.784581279428652e-11,7.4553430360902849e-11
10,29,3.9749036014836627e-07,1,0,0,0,0,0,2.3961213247511182e-05,1.8029735006759672e-05
10,27,1.5019168925624669e-12,1,0,0,0,0,0,6.381860042999075e-11,6.2828401086790845e-11
11,29,2.0888451186052656e-07,1,0,0,0,0,0,1.5941932595646059e-05,1.2002248822325907e-05
11,28,1.4441574377711071e-12,1,0,0,0,0,0,6.8226178936907178e-11,4.7767364920050917e-11
12,29,1.1688845095273097e-07,1,0,0,0,0,0,8.013513265222932e-06,5.8801293622990723e-06
12,26,1.1669963186341879e-12,1,0,0,0,0,0,4.3933817673307354e-11,4.2216694804649882e-11
13,29,8.2188893859631336e-08,1,0,0,0,0,0,5.2434358192305785e-06,3.4738966523668708e-06
13,28,1.0401911701725149e-12,1,0,0,0,0,0,4.7759089687117754e-11,4.0670207502325464e-11
14,29,4.8598058281098976e-08,1,0,0,0,0,0,3.3869518352212901e-06,2.1844717087648503e-06
14,25,8.4290675485205692e-13,1,0,0,0,0,0,3.5324170620867884e-11,3.416191164007281e-11
15,29,3.2549180190429067e-08,1,0,0,0,0,0,1.9993546142552451e-06,1.3941825999885745e-06
15,28,7.484772262646939e-13,1,0,0,0,0,0,2.8935174908367874e-11,2.2955113502982013e-11
16,29,2.2153774778358886e-08,1,0,0,0,0,0,1.3601137138990736e-06,9.8159024210401143e-07
16,24,5.0564246889268468e-13,1,0,0,0,0,0,1.837837875417855e-11,1.6189224025590663e-11
17,29,1.8542252150772827e-08,1,0,0,0,0,0,9.1294342559022161e-07,7.0444086413873985e-07
17,28,4.2604113487119252e-13,1,0,0,0,0,0,2.8482621528430052e-11,1.6294406180972704e-11
18,29,1.4807698663842011e-08,1,0,0,0,0,0,8.2507449025507576e-07,6.1849727671172394e-07
18,26,4.2413817556332964e-13,1,0,0,0,0,0,1.7151739050612877e-11,1.6454470692424209e-11
19,29,9.546397062591325e-09,1,0,0,0,0,0,6.2142557237489086e-07,4.5200132899865849e-07
19,27,3.3981020012904503e-13,1,0,0,0,0,0,1.3095763501526034e-11,1.2339477146683464e-11
20,29,7.0643194924158123e-09,1,0,0,0,0,0,4.1970734060426333e-07,3.0086711828704914e-07
20,1,3.0876502823301948e-13,1,0,0,0,0,0,7.6890179884214246e-12,7.516794531636435e-12
21,29,6.6811265869761937e-09,1,0,0,0,0,0,3.0807488744483229e-07,2.6697629626066648e-07
21,28,3.2787873424007514e-13,1,0,0,0,0,0,1.3164746106605516e-11,1.1737715334656057e-11
22,29,5.0803095999687211e-09,1,0,0,0,0,0,3.0331461986029003e-07,2.2764531303530105e-07
22,27,1.9268216186373575e-13,1,0,0,0,0,0,7.9909865494271844e-12,7.2019500412388911e-12
