N,epsilon,fp32_tol,fp64_tol,fp32_maxiter,fp64_maxiter,repeats,time_fp32_initial_sec,time_fp64_refine_sec,time_total_sec,final_residual,fp32_fixed_point_residual,fp64_fixed_point_residual,fp32_iterations,fp64_iterations,fp32_converged,fp64_converged,gpu_name,status,error
256,0.050000000000000003,9.9999999999999995e-07,9.9999999999999998e-13,1000,1000,1,0.00079536577686667442,0.00097136897966265678,0.001766872126609087,9.8759940651773604e-12,2.2111324040326212e-07,3.0886609535608616e-13,6,7,true,true,NVIDIA A100-SXM4-80GB,ok,
