method,k,avg_solve_time_sec,avg_api_total_time_sec,avg_preparation_time_sec,avg_transfer_setup_time_sec,avg_iteration_time_sec,avg_rayleigh_ritz_time_sec,avg_iterations,avg_matvecs,last_first_eigenvalue,last_max_absolute_residual,last_relative_fixed_point_residual,eigenvalue_abs_residual,status,error,tol,maxiter
IPT_CUDA_BLOCK_CLUSTER,30,10.237346840000001,16.461673225276172,4.0010039839999996,2.200574257,10.183852185000001,0.053494655000000002,2000,60075,-40.190776252600791,1.1821126002773705,1.9083479412872479,nan,0,,9.9999999999999998e-13,1000
